"mutasi_id","pegawai_id","instansi_asal_id","instansi_tujuan_id","tanggal_mutasi","jenis_mutasi"
4611,17571,45,37,2019-06-21,Promosi
4612,17571,22,37,2022-03-19,Alih Tugas
4613,17578,16,30,2010-04-12,Promosi
4614,17578,3,30,2015-05-21,Rotasi
4615,17580,30,14,2020-01-10,Promosi
4616,17586,6,41,2016-05-12,Alih Tugas
4617,17588,41,25,2013-08-12,Rotasi
4618,17588,1,25,2018-02-01,Promosi
4619,17591,17,40,2019-04-08,Promosi
4620,17597,22,13,2027-01-11,Rotasi
4621,17600,25,11,2006-06-26,Rotasi
4622,17600,37,11,2011-01-04,Rotasi
4623,17600,47,11,2015-09-17,Rotasi
4624,17610,18,34,2024-04-12,Rotasi
4625,17611,2,15,2028-10-08,Rotasi
4626,17612,25,19,2026-08-02,Rotasi
4627,17618,18,26,2005-10-13,Rotasi
4628,17618,43,26,2011-06-27,Alih Tugas
4629,17618,24,26,2016-02-16,Rotasi
4630,17620,12,16,2025-09-04,Alih Tugas
4631,17629,3,22,2009-10-11,Rotasi
4632,17629,12,22,2015-08-27,Rotasi
4633,17632,15,43,2019-03-22,Promosi
4634,17632,20,43,2024-01-11,Rotasi
4635,17633,13,7,2012-11-22,Alih Tugas
4636,17633,31,7,2018-01-24,Rotasi
4637,17646,25,22,2025-06-02,Promosi
4638,17654,29,4,2022-11-15,Rotasi
4639,17657,2,35,2003-09-20,Rotasi
4640,17657,27,35,2009-08-01,Rotasi
4641,17657,13,35,2012-10-27,Alih Tugas
4642,17658,28,30,1997-08-21,Promosi
4643,17658,34,30,2001-09-04,Rotasi
4644,17658,19,30,2007-12-19,Rotasi
4645,17663,37,18,2017-11-18,Rotasi
4646,17674,16,24,2026-05-27,Rotasi
4647,17680,39,47,2018-05-21,Rotasi
4648,17686,31,19,2014-05-14,Promosi
4649,17686,21,19,2017-04-16,Promosi
4650,17690,9,33,2016-01-07,Promosi
4651,17692,39,46,2002-07-01,Promosi
4652,17692,3,46,2005-05-21,Rotasi
4653,17706,2,32,2010-06-01,Alih Tugas
4654,17706,8,32,2016-10-22,Rotasi
4655,17707,14,18,2015-03-06,Rotasi
4656,17713,46,26,2006-08-04,Promosi
4657,17722,30,36,2006-09-13,Rotasi
4658,17722,27,36,2012-08-15,Rotasi
4659,17734,8,34,2024-07-27,Rotasi
4660,17740,14,13,2001-12-15,Rotasi
4661,17740,38,13,2007-08-12,Rotasi
4662,17740,33,13,2011-07-20,Rotasi
4663,17745,37,21,2007-10-09,Rotasi
4664,17745,13,21,2012-10-07,Rotasi
4665,17750,38,39,2017-09-26,Rotasi
4666,17750,17,39,2022-06-03,Alih Tugas
4667,17752,2,39,1992-01-27,Rotasi
4668,17753,36,40,2011-05-06,Promosi
4669,17753,24,40,2014-12-18,Promosi
4670,17760,33,45,2027-06-23,Rotasi
4671,17764,8,30,2003-02-12,Alih Tugas
4672,17764,24,30,2006-06-24,Promosi
4673,17764,33,30,2009-04-07,Rotasi
4674,17772,10,43,2000-12-15,Rotasi
4675,17772,18,43,2003-06-16,Rotasi
4676,17776,44,31,2011-05-25,Promosi
4677,17783,9,11,2012-05-23,Rotasi
4678,17783,24,11,2015-11-04,Rotasi
4679,17786,44,28,2007-09-14,Alih Tugas
4680,17786,24,28,2013-06-13,Alih Tugas
4681,17789,22,14,2024-11-22,Promosi
4682,17800,39,8,2012-08-21,Promosi
4683,17800,32,8,2018-05-16,Promosi
4684,17805,22,21,2008-07-18,Promosi
4685,17805,43,21,2013-02-01,Alih Tugas
4686,17807,46,10,2011-09-02,Promosi
4687,17809,9,45,2004-08-17,Promosi
4688,17809,46,45,2010-07-17,Promosi
4689,17817,38,37,2028-12-18,Rotasi
4690,17822,32,36,2017-04-09,Alih Tugas
4691,17823,25,37,2002-06-16,Alih Tugas
4692,17823,12,37,2008-12-06,Rotasi
4693,17823,46,37,2011-08-15,Alih Tugas
4694,17834,30,14,2028-07-14,Promosi
4695,17841,20,36,1991-10-02,Alih Tugas
4696,17841,2,36,1997-06-27,Rotasi
4697,17841,45,36,2001-04-01,Rotasi
4698,17856,17,46,2026-12-11,Promosi
4699,17861,38,15,2018-08-03,Rotasi
4700,17861,27,15,2023-02-13,Alih Tugas
4701,17865,47,38,2028-10-27,Rotasi
4702,17866,41,21,2023-06-18,Promosi
4703,17872,19,11,2016-10-01,Rotasi
4704,17872,44,11,2022-03-09,Alih Tugas
4705,17879,37,44,2013-09-03,Rotasi
4706,17879,1,44,2017-08-22,Alih Tugas
4707,17885,18,47,2016-04-08,Rotasi
4708,17885,23,47,2022-03-23,Rotasi
4709,17886,14,33,2027-11-17,Rotasi
4710,17888,42,19,2026-07-27,Alih Tugas
4711,17892,38,6,2006-09-23,Rotasi
4712,17892,38,6,2011-10-13,Rotasi
4713,17892,16,6,2017-08-20,Rotasi
4714,17894,36,9,2012-06-17,Rotasi
4715,17894,4,9,2016-06-22,Rotasi
4716,17901,14,21,2005-11-25,Promosi
4717,17901,37,21,2011-01-22,Rotasi
4718,17901,43,21,2015-12-05,Rotasi
4719,17904,39,22,2029-10-24,Rotasi
4720,17924,11,20,2013-07-05,Alih Tugas
4721,17927,19,35,2005-03-04,Rotasi
4722,17935,12,40,2025-09-05,Promosi
4723,17939,36,14,2020-10-05,Rotasi
4724,17961,12,29,2006-04-15,Rotasi
4725,17961,36,29,2010-02-17,Rotasi
4726,17961,5,29,2013-08-27,Alih Tugas
4727,17973,29,35,1994-10-04,Rotasi
4728,17973,12,35,1999-01-28,Rotasi
4729,17982,34,40,2004-10-20,Rotasi
4730,17982,16,40,2010-09-10,Alih Tugas
4731,17982,4,40,2016-04-19,Rotasi
4732,17983,24,6,2007-01-28,Alih Tugas
4733,17983,11,6,2010-06-24,Rotasi
4734,17983,8,6,2016-01-14,Alih Tugas
4735,17985,5,47,2027-10-11,Alih Tugas
4736,17987,5,29,2022-11-15,Rotasi
4737,17989,31,4,2003-05-16,Rotasi
4738,17989,19,4,2009-02-18,Alih Tugas
4739,17989,29,4,2015-01-25,Promosi
4740,17991,38,8,2014-12-22,Rotasi
4741,17992,37,31,2007-07-18,Rotasi
4742,17993,12,30,2026-02-09,Rotasi
4743,18003,36,40,2003-12-26,Alih Tugas
4744,18003,6,40,2009-05-10,Rotasi
4745,18008,41,30,2005-03-04,Alih Tugas
4746,18008,25,30,2008-01-17,Rotasi
4747,18008,35,30,2014-06-05,Promosi
4748,18017,15,30,1993-01-07,Rotasi
4749,18017,8,30,1996-10-22,Alih Tugas
4750,18017,7,30,1999-02-22,Rotasi
4751,18033,10,33,1995-08-20,Rotasi
4752,18033,29,33,2001-01-19,Promosi
4753,18033,18,33,2004-03-10,Rotasi
4754,18039,13,19,2022-10-18,Rotasi
4755,18054,8,41,2025-02-01,Alih Tugas
4756,18060,41,10,2027-05-01,Rotasi
4757,18069,36,15,2014-07-09,Promosi
4758,18088,36,1,2004-06-04,Alih Tugas
4759,18088,22,1,2010-12-16,Alih Tugas
4760,18088,43,1,2014-04-04,Alih Tugas
4761,18096,19,17,2029-08-19,Alih Tugas
4762,18107,5,33,2000-03-18,Alih Tugas
4763,18107,35,33,2006-05-26,Alih Tugas
4764,18107,18,33,2009-10-26,Rotasi
4765,18108,17,7,2019-03-02,Rotasi
4766,18108,32,7,2022-08-23,Alih Tugas
4767,18110,24,9,2018-05-28,Rotasi
4768,18113,6,22,2000-10-09,Rotasi
4769,18113,1,22,2005-06-21,Promosi
4770,18113,32,22,2011-02-12,Alih Tugas
4771,18122,44,36,2021-12-15,Rotasi
4772,18126,45,36,2013-11-23,Alih Tugas
4773,18135,20,34,2011-03-18,Promosi
4774,18141,16,21,2013-03-01,Promosi
4775,18141,32,21,2016-09-23,Rotasi
4776,18149,9,33,2012-11-16,Rotasi
4777,18157,6,10,2023-05-18,Alih Tugas
4778,18166,6,39,2028-06-18,Rotasi
4779,18167,40,21,2022-11-04,Alih Tugas
4780,18178,27,46,2012-08-19,Alih Tugas
4781,18187,16,25,2009-10-12,Alih Tugas
4782,18187,8,25,2014-07-23,Alih Tugas
4783,18187,16,25,2017-05-17,Rotasi
4784,18197,46,5,1997-04-15,Rotasi
4785,18197,27,5,2001-06-24,Rotasi
4786,18204,28,43,2025-08-28,Rotasi
4787,18208,45,30,1997-12-23,Rotasi
4788,18212,2,43,2004-01-11,Rotasi
4789,18212,39,43,2007-08-06,Alih Tugas
4790,18214,31,35,2008-02-25,Rotasi
4791,18219,34,15,2009-03-15,Rotasi
4792,18219,30,15,2013-01-13,Rotasi
4793,18228,7,34,2028-10-03,Alih Tugas
4794,18238,36,33,2028-05-16,Alih Tugas
4795,18242,46,10,2007-05-26,Promosi
4796,18242,12,10,2013-08-19,Rotasi
4797,18247,42,26,2018-11-05,Rotasi
4798,18247,21,26,2024-01-18,Rotasi
4799,18249,47,34,2006-08-22,Rotasi
4800,18249,30,34,2009-02-27,Alih Tugas
4801,18254,16,47,2022-11-06,Alih Tugas
4802,18261,31,35,2026-01-21,Rotasi
4803,18262,10,2,2004-03-16,Rotasi
4804,18262,19,2,2008-03-06,Promosi
4805,18269,13,34,2009-05-08,Promosi
4806,18269,44,34,2015-06-05,Alih Tugas
4807,18282,44,33,2025-06-08,Promosi
4808,18283,11,2,2004-05-26,Alih Tugas
4809,18283,18,2,2010-05-28,Alih Tugas
4810,18283,29,2,2015-08-21,Promosi
4811,18285,40,36,2017-05-19,Rotasi
4812,18285,2,36,2023-05-07,Alih Tugas
4813,18297,10,19,2018-03-05,Alih Tugas
4814,18306,37,5,2007-12-03,Rotasi
4815,18308,27,17,2029-06-21,Rotasi
4816,18309,38,4,2027-04-03,Promosi
4817,18319,40,25,2028-05-13,Rotasi
4818,18323,3,30,1997-05-13,Promosi
4819,18330,33,7,2016-06-08,Alih Tugas
4820,18342,6,23,2026-02-28,Promosi
4821,18347,44,5,1999-03-24,Promosi
4822,18347,37,5,2004-04-16,Rotasi
4823,18347,21,5,2008-04-05,Rotasi
4824,18355,4,3,2002-12-04,Promosi
4825,18355,38,3,2006-08-16,Alih Tugas
4826,18365,33,45,2017-08-07,Rotasi
4827,18365,26,45,2022-02-17,Rotasi
4828,18366,5,19,2020-02-01,Promosi
4829,18378,44,42,2026-01-14,Promosi
4830,18380,17,5,2009-06-17,Promosi
4831,18380,47,5,2013-04-08,Rotasi
4832,18380,15,5,2019-08-20,Rotasi
4833,18382,29,15,2007-05-14,Rotasi
4834,18382,11,15,2012-11-19,Rotasi
4835,18382,33,15,2017-01-20,Promosi
4836,18385,16,6,2026-05-15,Rotasi
4837,18390,35,17,2027-03-14,Promosi
4838,18393,25,11,2027-05-16,Rotasi
4839,18397,35,46,2024-01-04,Promosi
4840,18405,31,41,2029-10-20,Rotasi
4841,18412,45,34,2024-07-25,Promosi
4842,18414,31,36,2028-06-26,Promosi
4843,18415,28,23,2027-03-27,Rotasi
4844,18420,4,40,2013-10-02,Rotasi
4845,18420,23,40,2019-01-25,Rotasi
4846,18423,32,4,2002-05-11,Alih Tugas
4847,18425,22,25,2000-03-25,Rotasi
4848,18425,6,25,2004-06-08,Alih Tugas
4849,18425,17,25,2008-10-02,Rotasi
4850,18428,21,22,2014-12-01,Promosi
4851,18431,36,19,2015-03-28,Promosi
4852,18441,12,4,2015-05-25,Alih Tugas
4853,18441,9,4,2018-09-07,Rotasi
4854,18443,45,46,2019-10-09,Rotasi
4855,18445,7,23,2028-09-05,Promosi
4856,18451,38,21,2019-02-14,Rotasi
4857,18451,8,21,2024-09-15,Rotasi
4858,18458,24,15,2025-12-22,Alih Tugas
4859,18472,27,32,2019-11-20,Rotasi
4860,18480,42,39,2021-07-24,Rotasi
4861,18483,20,24,2004-05-08,Alih Tugas
4862,18487,25,17,2008-05-10,Alih Tugas
4863,18487,47,17,2011-11-20,Alih Tugas
4864,18489,16,7,2027-08-27,Rotasi
4865,18508,28,1,2012-02-17,Promosi
4866,18508,4,1,2015-05-20,Rotasi
4867,18512,47,28,2018-05-05,Rotasi
4868,18512,38,28,2021-09-12,Alih Tugas
4869,18518,4,1,2018-12-17,Rotasi
4870,18518,25,1,2024-03-05,Rotasi
4871,18525,43,15,2010-10-05,Rotasi
4872,18525,37,15,2015-07-09,Rotasi
4873,18530,13,9,2001-10-04,Alih Tugas
4874,18537,8,17,2007-12-24,Rotasi
4875,18537,20,17,2013-12-07,Promosi
4876,18543,40,27,2026-11-07,Promosi
4877,18555,17,30,2025-03-04,Promosi
4878,18558,11,19,2017-10-12,Promosi
4879,18559,10,6,2012-10-19,Promosi
4880,18562,37,41,2010-07-01,Promosi
4881,18565,11,41,1994-03-21,Rotasi
4882,18565,2,41,1999-07-05,Rotasi
4883,18565,34,41,2002-05-03,Rotasi
4884,18570,13,28,2017-09-08,Rotasi
4885,18571,34,6,2004-07-23,Rotasi
4886,18593,34,18,2014-12-25,Rotasi
4887,18593,44,18,2017-01-26,Promosi
4888,18599,13,46,2017-11-10,Rotasi
4889,18599,47,46,2020-01-09,Alih Tugas
4890,18611,10,7,2025-07-09,Alih Tugas
4891,18612,30,2,2004-01-02,Rotasi
4892,18612,11,2,2010-10-18,Rotasi
4893,18616,43,16,2019-11-09,Promosi
4894,18629,41,36,2008-10-02,Rotasi
4895,18634,6,16,1999-05-27,Rotasi
4896,18634,15,16,2004-07-14,Rotasi
4897,18637,13,29,1998-07-05,Rotasi
4898,18637,41,29,2002-07-05,Rotasi
4899,18638,46,45,2024-11-16,Rotasi
4900,18647,1,28,2009-12-02,Rotasi
4901,18654,21,1,2006-09-01,Promosi
4902,18657,26,34,2014-02-20,Promosi
4903,18657,12,34,2017-10-07,Rotasi
4904,18668,34,23,2020-12-24,Rotasi
4905,18690,46,9,2024-01-19,Rotasi
4906,18691,29,4,2008-10-07,Rotasi
4907,18692,10,24,2026-11-03,Rotasi
4908,18693,33,36,2024-03-21,Rotasi
4909,18696,25,1,1998-12-23,Promosi
4910,18696,21,1,2001-01-05,Rotasi
4911,18696,32,1,2006-01-27,Promosi
4912,18705,28,24,2013-03-21,Rotasi
4913,18705,35,24,2016-01-20,Rotasi
4914,18706,23,13,2017-03-03,Promosi
4915,18709,4,37,2019-11-08,Rotasi
4916,18711,5,32,2005-02-20,Promosi
4917,18712,17,45,1999-10-14,Rotasi
4918,18712,26,45,2002-12-13,Rotasi
4919,18714,7,30,2010-07-21,Rotasi
4920,18717,40,14,2025-11-06,Promosi
4921,18721,30,36,2006-09-19,Rotasi
4922,18721,24,36,2009-06-10,Rotasi
4923,18731,41,27,2028-12-15,Promosi
4924,18737,47,5,1996-07-01,Promosi
4925,18737,22,5,1999-11-28,Rotasi
4926,18751,43,22,2023-12-26,Rotasi
4927,18752,3,21,2016-11-15,Rotasi
4928,18752,36,21,2019-06-18,Alih Tugas
4929,18755,32,39,1998-02-25,Alih Tugas
4930,18755,18,39,2004-12-28,Rotasi
4931,18768,19,32,2003-02-05,Alih Tugas
4932,18768,35,32,2009-09-04,Alih Tugas
4933,18774,8,14,2029-12-03,Rotasi
4934,18776,25,36,2012-06-06,Rotasi
4935,18787,36,35,2026-01-28,Alih Tugas
4936,18791,7,46,1989-07-07,Rotasi
4937,18791,15,46,1993-02-15,Promosi
4938,18793,16,6,2018-03-09,Promosi
4939,18797,1,23,2007-08-18,Rotasi
4940,18799,10,24,2018-06-12,Promosi
4941,18799,23,24,2023-03-16,Rotasi
4942,18812,4,7,2009-07-08,Rotasi
4943,18812,9,7,2012-09-24,Rotasi
4944,18816,24,16,2009-04-27,Rotasi
4945,18816,43,16,2015-12-07,Promosi
4946,18816,17,16,2020-01-14,Rotasi
4947,18828,7,21,2007-10-25,Rotasi
4948,18831,20,30,2016-02-23,Promosi
4949,18831,35,30,2020-09-16,Rotasi
4950,18832,31,7,2013-07-09,Rotasi
4951,18832,39,7,2019-03-09,Rotasi
4952,18835,21,23,2022-08-27,Promosi
4953,18837,3,34,2008-07-14,Rotasi
4954,18837,20,34,2011-01-05,Rotasi
4955,18837,12,34,2015-09-17,Rotasi
4956,18838,39,26,2007-06-06,Rotasi
4957,18838,4,26,2010-12-28,Alih Tugas
4958,18838,47,26,2016-11-12,Rotasi
4959,18841,29,24,2020-04-25,Promosi
4960,18847,4,34,2026-10-16,Promosi
4961,18858,7,24,2012-04-11,Promosi
4962,18858,14,24,2017-09-28,Alih Tugas
4963,18859,28,39,2009-07-23,Rotasi
4964,18860,21,9,2009-04-11,Rotasi
4965,18860,24,9,2014-09-15,Rotasi
4966,18863,36,22,1990-07-27,Rotasi
4967,18863,3,22,1994-08-05,Rotasi
4968,18868,41,23,2009-09-13,Rotasi
4969,18868,16,23,2015-11-10,Promosi
4970,18868,40,23,2019-06-11,Rotasi
4971,18871,35,19,2015-12-19,Rotasi
4972,18877,46,40,2008-07-03,Rotasi
4973,18880,42,18,2009-03-04,Promosi
4974,18883,32,29,1993-04-25,Rotasi
4975,18885,36,26,2002-01-04,Alih Tugas
4976,18885,12,26,2007-01-07,Promosi
4977,18885,33,26,2013-08-25,Rotasi
4978,18886,45,25,2011-03-01,Rotasi
4979,18886,32,25,2017-06-12,Rotasi
4980,18891,47,46,2014-06-15,Alih Tugas
4981,18891,26,46,2017-11-15,Rotasi
4982,18897,2,36,2007-07-22,Alih Tugas
4983,18897,37,36,2013-06-11,Promosi
4984,18897,43,36,2016-03-17,Alih Tugas
4985,18901,10,21,2005-09-13,Rotasi
4986,18901,44,21,2011-10-12,Promosi
4987,18901,35,21,2014-06-07,Rotasi
4988,18913,37,30,2027-11-25,Promosi
4989,18916,33,38,1997-11-13,Promosi
4990,18916,47,38,2000-06-27,Promosi
4991,18916,19,38,2005-11-28,Promosi
4992,18925,29,17,2001-04-02,Rotasi
4993,18925,2,17,2006-06-11,Promosi
4994,18935,15,25,2027-05-17,Rotasi
4995,18938,31,32,2019-10-07,Rotasi
4996,18944,29,34,2007-01-23,Rotasi
4997,18947,16,24,2000-03-08,Rotasi
4998,18950,25,44,2028-07-16,Alih Tugas
4999,18951,12,42,2019-07-09,Rotasi
5000,18951,24,42,2023-11-21,Rotasi
5001,18954,13,6,2028-02-12,Rotasi
5002,18957,7,2,1997-12-08,Alih Tugas
5003,18957,47,2,2000-04-10,Rotasi
5004,18957,25,2,2006-02-16,Alih Tugas
5005,18958,7,13,2021-07-28,Rotasi
5006,18972,25,18,2020-03-13,Rotasi
5007,18974,38,44,2027-03-08,Rotasi
5008,18976,42,6,2028-10-02,Rotasi
5009,18977,14,9,2022-03-17,Promosi
5010,18978,3,25,2008-08-20,Alih Tugas
5011,18991,33,12,2013-06-18,Rotasi
5012,18998,21,45,2029-03-13,Promosi
5013,19003,19,22,2016-07-15,Rotasi
5014,19004,29,16,1993-12-24,Promosi
5015,19004,27,16,1998-10-21,Rotasi
5016,19004,19,16,2003-01-10,Alih Tugas
5017,19005,27,15,2008-04-07,Rotasi
5018,19005,5,15,2014-04-27,Rotasi
5019,19009,31,32,2004-09-11,Alih Tugas
5020,19010,40,37,2022-07-02,Rotasi
5021,19012,43,15,2012-07-02,Alih Tugas
5022,19012,31,15,2015-08-01,Promosi
5023,19017,40,25,2023-06-21,Promosi
5024,19024,24,28,2018-02-17,Rotasi
5025,19024,26,28,2021-06-03,Promosi
5026,19025,40,24,1994-03-12,Rotasi
5027,19025,13,24,1997-08-05,Alih Tugas
5028,19025,43,24,2000-03-11,Rotasi
5029,19042,3,31,2007-06-21,Alih Tugas
5030,19043,26,47,1999-07-21,Rotasi
5031,19045,33,37,1999-01-01,Rotasi
5032,19045,32,37,2004-08-17,Alih Tugas
5033,19045,39,37,2008-07-04,Alih Tugas
5034,19048,11,1,2022-02-03,Promosi
5035,19050,24,22,2022-02-04,Promosi
5036,19052,24,23,2002-01-17,Rotasi
5037,19052,34,23,2006-08-19,Alih Tugas
5038,19054,4,7,2003-05-10,Promosi
5039,19054,29,7,2007-01-10,Promosi
5040,19067,5,11,2026-03-08,Alih Tugas
5041,19070,35,10,2020-05-12,Rotasi
5042,19074,19,17,2018-05-03,Rotasi
5043,19074,42,17,2021-10-09,Promosi
5044,19078,12,35,2017-03-10,Rotasi
5045,19079,10,22,2017-01-28,Promosi
5046,19083,10,11,2015-02-20,Rotasi
5047,19083,28,11,2018-11-20,Alih Tugas
5048,19087,35,42,2014-11-17,Rotasi
5049,19087,10,42,2017-08-11,Rotasi
5050,19091,40,9,1993-05-17,Alih Tugas
5051,19091,47,9,1997-05-28,Promosi
5052,19092,12,42,2013-10-15,Alih Tugas
5053,19092,11,42,2019-10-12,Promosi
5054,19096,37,39,2008-02-28,Rotasi
5055,19096,26,39,2011-02-05,Rotasi
5056,19096,30,39,2015-07-04,Promosi
5057,19107,27,5,2028-10-22,Promosi
5058,19108,5,7,2003-01-11,Rotasi
5059,19126,23,10,2010-02-01,Promosi
5060,19129,1,13,2022-01-08,Rotasi
5061,19130,24,15,2017-11-21,Promosi
5062,19134,45,9,2003-11-27,Rotasi
5063,19136,27,10,2026-11-27,Rotasi
5064,19141,11,44,2027-02-12,Alih Tugas
5065,19150,35,15,2007-03-03,Rotasi
5066,19150,36,15,2013-05-12,Alih Tugas
5067,19160,24,17,2028-08-12,Alih Tugas
5068,19162,9,44,2004-12-06,Rotasi
5069,19162,3,44,2008-10-25,Rotasi
5070,19162,40,44,2013-01-21,Rotasi
5071,19170,21,12,2024-06-17,Rotasi
5072,19172,39,29,2005-05-04,Rotasi
5073,19172,18,29,2009-07-16,Rotasi
5074,19182,8,25,2009-04-05,Promosi
5075,19183,5,12,2004-08-02,Rotasi
5076,19183,33,12,2010-11-18,Alih Tugas
5077,19183,40,12,2013-04-18,Rotasi
5078,19185,24,17,2010-01-12,Rotasi
5079,19190,20,36,2004-04-07,Rotasi
5080,19190,34,36,2009-02-02,Rotasi
5081,19190,35,36,2013-01-21,Alih Tugas
5082,19192,27,40,2006-06-25,Rotasi
5083,19192,5,40,2012-10-05,Rotasi
5084,19193,31,44,2002-06-06,Promosi
5085,19193,26,44,2006-01-24,Rotasi
5086,19193,25,44,2011-04-03,Rotasi
5087,19195,11,43,1998-01-04,Promosi
5088,19195,11,43,2001-12-01,Rotasi
5089,19195,29,43,2006-10-02,Rotasi
5090,19202,33,47,2012-06-11,Alih Tugas
5091,19202,25,47,2018-07-20,Promosi
5092,19206,19,2,2022-04-17,Rotasi
5093,19225,9,3,2023-04-07,Alih Tugas
5094,19233,15,3,2021-09-06,Rotasi
5095,19235,22,36,2014-12-22,Rotasi
5096,19237,17,3,2023-12-27,Rotasi
5097,19239,34,30,2026-03-04,Rotasi
5098,19240,22,31,2003-06-07,Rotasi
5099,19252,34,15,2023-10-19,Rotasi
5100,19253,25,38,2029-03-06,Rotasi
5101,19264,26,32,1996-08-16,Rotasi
5102,19267,30,42,2022-06-01,Rotasi
5103,19269,33,26,2028-10-23,Rotasi
5104,19271,25,18,2009-11-14,Promosi
5105,19271,36,18,2014-03-04,Rotasi
5106,19272,1,40,1998-07-13,Promosi
5107,19274,23,34,2029-06-25,Rotasi
5108,19281,35,43,1998-06-24,Promosi
5109,19281,8,43,2004-09-09,Rotasi
5110,19281,13,43,2007-08-01,Rotasi
5111,19284,3,42,2026-11-03,Promosi
5112,19300,34,9,2009-05-09,Promosi
5113,19300,35,9,2014-11-17,Rotasi
5114,19304,20,4,2027-02-11,Promosi
5115,19305,47,46,2003-05-19,Promosi
5116,19308,3,1,2021-08-04,Alih Tugas
5117,19320,47,11,2003-01-25,Promosi
5118,19320,32,11,2006-11-13,Alih Tugas
5119,19320,42,11,2011-10-10,Rotasi
5120,19324,25,19,2029-05-18,Promosi
5121,19330,35,32,2008-01-02,Rotasi
5122,19330,29,32,2014-02-14,Rotasi
5123,19330,30,32,2018-10-09,Alih Tugas
5124,19331,6,24,2018-01-23,Rotasi
5125,19331,18,24,2023-01-13,Alih Tugas
5126,19338,35,23,2007-09-11,Rotasi
5127,19350,28,35,2013-05-03,Rotasi
5128,19352,35,31,2019-03-10,Rotasi
5129,19357,29,6,1996-09-24,Rotasi
5130,19357,42,6,2001-12-08,Alih Tugas
5131,19367,41,33,2002-03-02,Alih Tugas
5132,19367,12,33,2005-01-10,Rotasi
5133,19373,36,13,2027-03-01,Rotasi
5134,19374,8,15,2000-11-23,Rotasi
5135,19375,26,19,2027-09-25,Rotasi
5136,19381,4,26,2019-08-04,Rotasi
5137,19381,31,26,2024-05-02,Promosi
5138,19382,13,12,2016-11-05,Promosi
5139,19382,38,12,2022-08-27,Alih Tugas
5140,19385,19,5,2007-08-04,Rotasi
5141,19385,35,5,2013-03-03,Rotasi
5142,19396,11,42,2027-09-15,Rotasi
5143,19403,14,2,2025-03-15,Alih Tugas
5144,19409,38,5,2011-10-03,Promosi
5145,19410,23,34,2024-07-21,Alih Tugas
5146,19413,2,35,2029-04-14,Promosi
5147,19416,4,21,2006-11-18,Rotasi
5148,19420,9,27,2009-04-17,Rotasi
5149,19420,30,27,2015-10-12,Rotasi
5150,19420,19,27,2020-11-09,Promosi
5151,19422,47,26,2028-12-26,Alih Tugas
5152,19438,30,40,2004-06-09,Promosi
5153,19438,46,40,2007-02-22,Rotasi
5154,19447,37,5,2019-06-07,Rotasi
5155,19460,21,32,1996-03-10,Rotasi
5156,19460,20,32,1999-07-13,Rotasi
5157,19462,21,6,2026-01-11,Rotasi
5158,19466,44,8,2005-01-05,Alih Tugas
5159,19466,9,8,2008-03-01,Rotasi
5160,19472,6,44,2026-01-18,Promosi
5161,19473,42,13,2029-01-26,Rotasi
5162,19478,19,12,2002-03-22,Alih Tugas
5163,19478,30,12,2008-09-17,Promosi
5164,19488,27,8,2023-12-28,Alih Tugas
5165,19491,27,39,2012-02-27,Promosi
5166,19492,43,39,2009-12-12,Alih Tugas
5167,19493,41,47,2005-11-26,Rotasi
5168,19496,28,22,2026-06-06,Rotasi
5169,19500,42,4,2003-04-28,Alih Tugas
5170,19500,19,4,2008-01-25,Alih Tugas
5171,19508,44,38,2016-02-08,Alih Tugas
5172,19508,10,38,2020-10-16,Rotasi
5173,19523,18,6,2000-09-17,Rotasi
5174,19523,28,6,2005-02-18,Promosi
5175,19523,2,6,2009-09-06,Alih Tugas
5176,19524,8,39,2009-04-21,Promosi
5177,19524,26,39,2014-06-15,Alih Tugas
5178,19529,41,35,2025-03-26,Rotasi
5179,19536,42,19,2000-10-25,Promosi
5180,19536,41,19,2005-05-20,Rotasi
5181,19542,38,25,2000-02-16,Promosi
5182,19542,26,25,2005-05-04,Rotasi
5183,19550,6,3,2012-09-22,Rotasi
5184,19552,23,18,2015-03-19,Rotasi
5185,19552,5,18,2020-11-12,Rotasi
5186,19556,46,20,2027-06-24,Rotasi
5187,19558,35,17,2020-04-26,Rotasi
5188,19571,47,24,2008-04-07,Promosi
5189,19571,37,24,2012-01-17,Rotasi
5190,19572,2,41,2014-12-07,Rotasi
5191,19579,43,15,2000-12-12,Rotasi
5192,19579,29,15,2003-05-15,Promosi
5193,19585,26,4,2010-04-21,Rotasi
5194,19589,29,25,2022-07-03,Alih Tugas
5195,19591,13,14,1997-04-21,Rotasi
5196,19591,13,14,2001-07-04,Alih Tugas
5197,19591,15,14,2006-11-03,Alih Tugas
5198,19602,26,35,2028-01-11,Alih Tugas
5199,19604,7,17,2012-03-06,Rotasi
5200,19604,18,17,2017-11-19,Rotasi
5201,19614,46,20,2029-12-07,Rotasi
5202,19615,23,22,2002-10-12,Rotasi
5203,19617,3,47,2026-04-07,Rotasi
5204,19619,5,27,2005-03-04,Promosi
5205,19619,23,27,2008-08-14,Rotasi
5206,19619,39,27,2013-09-03,Alih Tugas
5207,19621,19,47,2018-09-08,Rotasi
5208,19621,19,47,2022-08-09,Promosi
5209,19623,43,39,2022-12-14,Promosi
5210,19627,15,28,2023-08-22,Alih Tugas
5211,19632,4,9,2025-11-19,Alih Tugas
