"riwayat_pendidikan_id","pegawai_id","pendidikan_id","nama_universitas","program_studi","tahun_lulus"
47157,20570,4,Universitas Gadjah Mada,Teknik Informatika,1999
47158,20571,1,,,2002
47159,20571,4,Telkom University,Teknik Informatika,2006
47160,20571,5,Institut Pertanian Bogor,Sistem Informasi,2008
47161,20572,1,,,2010
47162,20572,4,Universitas Brawijaya,Manajemen,2014
47163,20573,1,,,1990
47164,20573,4,Universitas Indonesia,Ilmu Komputer,1994
47165,20573,5,Universitas Negeri Yogyakarta,Hukum,1996
47166,20574,1,,,2004
47167,20574,4,Institut Pertanian Bogor,Kesehatan Masyarakat,2008
47168,20575,1,,,1992
47169,20575,4,Telkom University,Teknik Sipil,1996
47170,20575,5,Institut Pertanian Bogor,Akuntansi,1998
47171,20576,1,,,1997
47172,20576,4,Telkom University,Teknik Sipil,2001
47173,20577,1,,,2012
47174,20577,4,Universitas Hasanuddin,Ilmu Komputer,2016
47175,20578,1,,,2010
47176,20578,4,BINUS University,Administrasi Negara,2014
47177,20579,1,,,2008
47178,20579,4,Institut Pertanian Bogor,Teknik Industri,2012
47179,20580,1,,,2011
47180,20580,4,Universitas Sriwijaya,Manajemen,2015
47181,20581,1,,,1998
47182,20581,4,Universitas Brawijaya,Administrasi Negara,2002
47183,20582,1,,,1987
47184,20582,4,Universitas Diponegoro,Teknik Informatika,1991
47185,20583,1,,,1995
47186,20583,4,Universitas Diponegoro,Administrasi Negara,1999
47187,20584,1,,,1990
47188,20584,4,Universitas Negeri Jakarta,Hukum,1994
47189,20585,1,,,2007
47190,20585,4,Universitas Gadjah Mada,Teknik Industri,2011
47191,20586,1,,,2017
47192,20586,4,Universitas Airlangga,Hukum,2021
47193,20587,1,,,2018
47194,20587,4,BINUS University,Teknik Informatika,2022
47195,20588,1,,,2004
47196,20588,4,Universitas Sebelas Maret,Hukum,2008
47197,20589,1,,,2021
47198,20589,2,Universitas Sriwijaya,Manajemen,2024
47199,20590,1,,,1982
47200,20590,4,Universitas Negeri Jakarta,Ekonomi,1986
47201,20591,1,,,2015
47202,20591,4,Universitas Sebelas Maret,Ekonomi,2019
47203,20592,1,,,1991
47204,20592,4,Universitas Sebelas Maret,Hukum,1995
47205,20593,1,,,2018
47206,20593,4,Universitas Diponegoro,Akuntansi,2022
47207,20594,1,,,2003
47208,20594,4,Institut Pertanian Bogor,Statistika,2007
47209,20595,1,,,2007
47210,20595,4,Universitas Sriwijaya,Akuntansi,2011
47211,20596,1,,,1997
47212,20596,4,Universitas Negeri Yogyakarta,Statistika,2001
47213,20597,1,,,2015
47214,20597,4,Universitas Hasanuddin,Hukum,2019
47215,20597,5,Telkom University,Sistem Informasi,2021
47216,20598,1,,,2000
47217,20598,4,Universitas Sriwijaya,Administrasi Publik,2004
47218,20599,1,,,1997
47219,20599,4,Universitas Sriwijaya,Teknik Sipil,2001
47220,20599,5,Universitas Airlangga,Statistika,2003
47221,20600,1,,,1991
47222,20600,4,BINUS University,Teknik Industri,1995
47223,20601,1,,,1983
47224,20601,4,Institut Teknologi Bandung,Ilmu Komputer,1987
47225,20601,5,Institut Teknologi Bandung,Matematika,1989
47226,20602,1,,,2004
47227,20602,4,BINUS University,Teknik Industri,2008
47228,20602,5,Institut Pertanian Bogor,Akuntansi,2010
47229,20603,1,,,1996
47230,20603,4,Universitas Indonesia,Hukum,2000
47231,20604,1,,,1989
47232,20604,4,Universitas Indonesia,Teknik Sipil,1993
47233,20605,1,,,2022
47234,20605,2,Universitas Gadjah Mada,Teknik Industri,2025
47235,20606,1,,,2007
47236,20606,4,Institut Pertanian Bogor,Sistem Informasi,2011
47237,20607,1,,,2014
47238,20607,4,Universitas Negeri Jakarta,Teknik Informatika,2018
47239,20608,1,,,2015
47240,20608,4,Universitas Sriwijaya,Sistem Informasi,2019
47241,20609,1,,,2020
47242,20609,4,Universitas Gadjah Mada,Teknik Sipil,2024
47243,20610,1,,,2018
47244,20610,4,Universitas Hasanuddin,Sistem Informasi,2022
47245,20611,1,,,1985
47246,20611,4,Universitas Sebelas Maret,Teknik Industri,1989
47247,20612,1,,,1997
47248,20612,4,Universitas Sebelas Maret,Sistem Informasi,2001
47249,20612,5,Universitas Airlangga,Statistika,2003
47250,20613,1,,,2020
47251,20613,4,Institut Pertanian Bogor,Administrasi Publik,2024
47252,20614,1,,,1983
47253,20614,4,Universitas Indonesia,Administrasi Negara,1987
47254,20615,1,,,1984
47255,20615,4,Universitas Airlangga,Akuntansi,1988
47256,20616,1,,,1997
47257,20616,4,BINUS University,Sistem Informasi,2001
47258,20617,1,,,2000
47259,20617,4,Universitas Sebelas Maret,Teknik Informatika,2004
47260,20618,1,,,2021
47261,20618,2,Universitas Sebelas Maret,Matematika,2024
47262,20619,1,,,2011
47263,20619,2,BINUS University,Teknik Sipil,2014
47264,20620,1,,,1989
47265,20620,4,Universitas Sebelas Maret,Manajemen,1993
47266,20621,1,,,1986
47267,20621,4,Universitas Gadjah Mada,Kesehatan Masyarakat,1990
47268,20622,1,,,2021
47269,20622,4,Universitas Hasanuddin,Sistem Informasi,2025
47270,20623,1,,,2003
47271,20623,4,Universitas Gadjah Mada,Kesehatan Masyarakat,2007
47272,20624,1,,,1994
47273,20624,4,Universitas Gadjah Mada,Statistika,1998
47274,20625,1,,,1993
47275,20625,4,Universitas Sebelas Maret,Matematika,1997
47276,20626,1,,,2015
47277,20626,2,Universitas Hasanuddin,Administrasi Negara,2018
47278,20627,1,,,1985
47279,20627,4,Institut Pertanian Bogor,Hukum,1989
47280,20627,5,Universitas Indonesia,Ekonomi,1991
47281,20627,6,Universitas Diponegoro,Akuntansi,1995
47282,20628,1,,,2010
47283,20628,4,Institut Teknologi Bandung,Hukum,2014
47284,20629,1,,,1983
47285,20629,4,Universitas Negeri Jakarta,Teknik Industri,1987
47286,20629,5,BINUS University,Kesehatan Masyarakat,1989
47287,20630,1,,,1989
47288,20630,4,Universitas Sebelas Maret,Statistika,1993
47289,20631,1,,,1982
47290,20631,4,Universitas Indonesia,Akuntansi,1986
47291,20632,1,,,1995
47292,20632,4,Universitas Padjadjaran,Teknik Informatika,1999
47293,20633,1,,,2021
47294,20633,4,BINUS University,Ekonomi,2025
47295,20634,1,,,2011
47296,20634,4,Universitas Hasanuddin,Akuntansi,2015
47297,20635,1,,,2012
47298,20635,4,Universitas Gadjah Mada,Ilmu Komputer,2016
47299,20635,5,Universitas Sriwijaya,Teknik Sipil,2018
47300,20636,1,,,2007
47301,20636,4,Institut Pertanian Bogor,Statistika,2011
47302,20636,5,BINUS University,Administrasi Publik,2013
47303,20637,1,,,1997
47304,20637,4,Universitas Gadjah Mada,Matematika,2001
47305,20637,5,BINUS University,Ekonomi,2003
47306,20638,1,,,2003
47307,20638,4,Universitas Diponegoro,Ilmu Komputer,2007
47308,20638,5,Telkom University,Administrasi Negara,2009
47309,20639,1,,,1981
47310,20639,4,Institut Pertanian Bogor,Ekonomi,1985
47311,20640,1,,,2022
47312,20640,4,Institut Pertanian Bogor,Teknik Industri,2026
47313,20641,1,,,2002
47314,20641,4,Universitas Padjadjaran,Administrasi Negara,2006
47315,20642,1,,,1985
47316,20642,4,Telkom University,Manajemen,1989
47317,20643,1,,,1985
47318,20643,4,Universitas Negeri Jakarta,Teknik Informatika,1989
47319,20644,1,,,1985
47320,20644,4,Universitas Indonesia,Akuntansi,1989
47321,20645,1,,,1994
47322,20645,4,Institut Pertanian Bogor,Matematika,1998
47323,20646,1,,,1995
47324,20646,4,Universitas Padjadjaran,Ekonomi,1999
47325,20647,1,,,1984
47326,20647,4,Universitas Negeri Jakarta,Administrasi Negara,1988
47327,20647,5,Universitas Negeri Jakarta,Administrasi Publik,1990
47328,20648,1,,,1990
47329,20648,4,Universitas Negeri Yogyakarta,Manajemen,1994
47330,20649,1,,,1997
47331,20649,4,Universitas Gadjah Mada,Teknik Industri,2001
47332,20649,5,Universitas Airlangga,Matematika,2003
47333,20650,1,,,2021
47334,20650,2,Universitas Negeri Yogyakarta,Ekonomi,2024
47335,20651,1,,,1984
47336,20651,4,Universitas Gadjah Mada,Statistika,1988
47337,20652,1,,,2000
47338,20652,4,Universitas Negeri Yogyakarta,Matematika,2004
47339,20652,5,Universitas Sebelas Maret,Hukum,2006
47340,20653,1,,,2001
47341,20653,4,Universitas Indonesia,Statistika,2005
47342,20654,1,,,2005
47343,20654,4,Universitas Brawijaya,Ilmu Komputer,2009
47344,20655,1,,,1991
47345,20655,4,Telkom University,Ilmu Komputer,1995
47346,20656,1,,,1993
47347,20656,4,Universitas Sriwijaya,Akuntansi,1997
47348,20657,1,,,2010
47349,20657,2,Universitas Sriwijaya,Teknik Sipil,2013
47350,20658,1,,,2011
47351,20658,4,BINUS University,Administrasi Publik,2015
47352,20659,1,,,1983
47353,20659,4,Universitas Sebelas Maret,Akuntansi,1987
47354,20659,5,Universitas Brawijaya,Sistem Informasi,1989
47355,20660,1,,,2003
47356,20660,4,Universitas Negeri Jakarta,Statistika,2007
47357,20660,5,BINUS University,Akuntansi,2009
47358,20661,1,,,1993
47359,20661,4,Universitas Sriwijaya,Akuntansi,1997
47360,20662,1,,,2016
47361,20662,4,Institut Pertanian Bogor,Ekonomi,2020
47362,20663,1,,,2018
47363,20663,4,Universitas Airlangga,Akuntansi,2022
47364,20664,1,,,1990
47365,20664,4,Universitas Sriwijaya,Teknik Industri,1994
47366,20664,5,Institut Teknologi Bandung,Ilmu Komputer,1996
47367,20665,1,,,2002
47368,20665,4,Universitas Negeri Yogyakarta,Teknik Informatika,2006
47369,20665,5,Universitas Negeri Jakarta,Teknik Sipil,2008
47370,20666,1,,,2000
47371,20666,4,Universitas Indonesia,Teknik Informatika,2004
47372,20667,1,,,2008
47373,20667,4,Institut Pertanian Bogor,Hukum,2012
47374,20668,1,,,1985
47375,20668,4,Universitas Diponegoro,Hukum,1989
47376,20668,5,Telkom University,Sistem Informasi,1991
47377,20669,1,,,2013
47378,20669,4,Universitas Padjadjaran,Manajemen,2017
47379,20670,1,,,1981
47380,20670,4,Universitas Negeri Yogyakarta,Teknik Industri,1985
47381,20671,1,,,2005
47382,20671,4,Universitas Indonesia,Kesehatan Masyarakat,2009
47383,20672,1,,,2014
47384,20672,4,Universitas Negeri Jakarta,Teknik Sipil,2018
47385,20673,1,,,2011
47386,20673,4,Institut Teknologi Bandung,Ekonomi,2015
47387,20674,1,,,2020
47388,20674,2,Universitas Negeri Yogyakarta,Ekonomi,2023
47389,20675,1,,,1990
47390,20675,4,Universitas Negeri Jakarta,Manajemen,1994
47391,20676,1,,,2002
47392,20676,4,Universitas Airlangga,Hukum,2006
47393,20677,1,,,2001
47394,20677,4,Universitas Gadjah Mada,Teknik Industri,2005
47395,20678,1,,,2004
47396,20678,4,Universitas Sriwijaya,Kesehatan Masyarakat,2008
47397,20679,1,,,2008
47398,20679,2,Telkom University,Teknik Industri,2011
47399,20680,1,,,2004
47400,20680,4,Universitas Negeri Yogyakarta,Teknik Sipil,2008
47401,20681,1,,,2020
47402,20681,2,Universitas Hasanuddin,Ekonomi,2023
47403,20682,1,,,1999
47404,20682,4,Universitas Airlangga,Administrasi Publik,2003
47405,20683,1,,,2018
47406,20683,4,Universitas Indonesia,Kesehatan Masyarakat,2022
47407,20684,1,,,2007
47408,20684,4,BINUS University,Akuntansi,2011
47409,20684,5,Universitas Negeri Jakarta,Administrasi Negara,2013
47410,20685,1,,,2006
47411,20685,4,Universitas Brawijaya,Statistika,2010
47412,20686,1,,,2015
47413,20686,4,Universitas Sebelas Maret,Akuntansi,2019
47414,20687,1,,,2008
47415,20687,2,Institut Pertanian Bogor,Ilmu Komputer,2011
47416,20688,1,,,2013
47417,20688,4,Universitas Sebelas Maret,Teknik Industri,2017
47418,20689,1,,,2009
47419,20689,4,Institut Pertanian Bogor,Teknik Industri,2013
47420,20690,1,,,1987
47421,20690,4,Institut Teknologi Bandung,Sistem Informasi,1991
47422,20690,5,Institut Pertanian Bogor,Teknik Sipil,1993
47423,20691,1,,,1992
47424,20691,4,Universitas Negeri Jakarta,Matematika,1996
47425,20692,1,,,2004
47426,20692,4,Universitas Padjadjaran,Teknik Sipil,2008
47427,20693,1,,,2016
47428,20693,2,Universitas Indonesia,Manajemen,2019
47429,20694,1,,,2007
47430,20694,4,Universitas Diponegoro,Sistem Informasi,2011
47431,20695,1,,,1998
47432,20695,4,Universitas Airlangga,Administrasi Publik,2002
47433,20696,1,,,1984
47434,20696,4,Universitas Padjadjaran,Teknik Informatika,1988
47435,20697,1,,,1998
47436,20697,4,Universitas Hasanuddin,Kesehatan Masyarakat,2002
47437,20697,5,Telkom University,Ilmu Komputer,2004
47438,20698,1,,,2011
47439,20698,4,Universitas Brawijaya,Statistika,2015
47440,20699,1,,,2017
47441,20699,4,Universitas Indonesia,Manajemen,2021
47442,20700,1,,,2003
47443,20700,4,Universitas Gadjah Mada,Teknik Industri,2007
47444,20700,5,Universitas Diponegoro,Teknik Informatika,2009
47445,20701,1,,,2003
47446,20701,4,Institut Teknologi Bandung,Kesehatan Masyarakat,2007
47447,20702,1,,,2002
47448,20702,4,Universitas Brawijaya,Manajemen,2006
47449,20702,5,Institut Teknologi Bandung,Ilmu Komputer,2008
47450,20703,1,,,2013
47451,20703,4,Institut Teknologi Bandung,Ekonomi,2017
47452,20704,1,,,2022
47453,20704,2,Universitas Gadjah Mada,Administrasi Publik,2025
47454,20705,1,,,1988
47455,20705,4,Institut Teknologi Bandung,Ekonomi,1992
47456,20706,1,,,1991
47457,20706,4,Institut Teknologi Bandung,Ilmu Komputer,1995
47458,20706,5,Institut Teknologi Bandung,Ekonomi,1997
47459,20707,1,,,1993
47460,20707,4,Telkom University,Hukum,1997
47461,20707,5,Universitas Brawijaya,Administrasi Negara,1999
47462,20708,1,,,2006
47463,20708,4,Universitas Diponegoro,Manajemen,2010
47464,20709,1,,,2016
47465,20709,4,Universitas Gadjah Mada,Sistem Informasi,2020
47466,20710,1,,,2010
47467,20710,4,Universitas Diponegoro,Teknik Sipil,2014
47468,20711,1,,,2010
47469,20711,4,Universitas Diponegoro,Akuntansi,2014
47470,20711,5,BINUS University,Kesehatan Masyarakat,2016
47471,20712,1,,,1987
47472,20712,4,Universitas Padjadjaran,Matematika,1991
47473,20713,1,,,2003
47474,20713,4,Universitas Padjadjaran,Ekonomi,2007
47475,20713,5,Universitas Sebelas Maret,Teknik Informatika,2009
47476,20714,1,,,2013
47477,20714,2,Universitas Hasanuddin,Teknik Informatika,2016
47478,20715,1,,,2014
47479,20715,4,Universitas Negeri Yogyakarta,Ilmu Komputer,2018
47480,20715,5,Universitas Diponegoro,Ilmu Komputer,2020
47481,20716,1,,,1999
47482,20716,4,Universitas Indonesia,Ekonomi,2003
47483,20716,5,Institut Teknologi Bandung,Sistem Informasi,2005
47484,20717,1,,,2005
47485,20717,4,Universitas Padjadjaran,Teknik Industri,2009
47486,20718,1,,,1985
47487,20718,4,Universitas Negeri Jakarta,Hukum,1989
47488,20718,5,Universitas Gadjah Mada,Statistika,1991
47489,20719,1,,,1982
47490,20719,4,Universitas Hasanuddin,Statistika,1986
47491,20719,5,Universitas Brawijaya,Hukum,1988
47492,20720,1,,,2014
47493,20720,4,Universitas Padjadjaran,Manajemen,2018
47494,20721,1,,,2015
47495,20721,4,Universitas Negeri Yogyakarta,Teknik Informatika,2019
47496,20722,1,,,2000
47497,20722,4,Universitas Indonesia,Sistem Informasi,2004
47498,20723,1,,,1994
47499,20723,4,BINUS University,Matematika,1998
47500,20724,1,,,1995
47501,20724,4,Institut Teknologi Bandung,Manajemen,1999
47502,20725,1,,,1981
47503,20725,4,Universitas Diponegoro,Statistika,1985
47504,20726,1,,,2006
47505,20726,4,Institut Teknologi Bandung,Akuntansi,2010
47506,20727,1,,,2008
47507,20727,4,Universitas Indonesia,Ilmu Komputer,2012
47508,20728,1,,,2019
47509,20728,4,Universitas Gadjah Mada,Sistem Informasi,2023
47510,20729,1,,,1995
47511,20729,4,Telkom University,Ekonomi,1999
47512,20729,5,Universitas Sebelas Maret,Manajemen,2001
47513,20729,6,Universitas Negeri Yogyakarta,Statistika,2005
47514,20730,1,,,1995
47515,20730,4,Universitas Brawijaya,Ekonomi,1999
47516,20730,5,Universitas Negeri Yogyakarta,Hukum,2001
47517,20731,1,,,1989
47518,20731,4,Universitas Airlangga,Matematika,1993
47519,20731,5,Universitas Diponegoro,Manajemen,1995
47520,20732,1,,,2019
47521,20732,4,Institut Pertanian Bogor,Administrasi Negara,2023
47522,20733,1,,,1990
47523,20733,4,Telkom University,Teknik Informatika,1994
47524,20733,5,Universitas Diponegoro,Teknik Informatika,1996
47525,20734,1,,,1982
47526,20734,4,Universitas Indonesia,Administrasi Negara,1986
47527,20735,1,,,1986
47528,20735,4,Universitas Airlangga,Administrasi Publik,1990
47529,20736,1,,,1993
47530,20736,4,BINUS University,Matematika,1997
47531,20737,1,,,1992
47532,20737,4,Universitas Brawijaya,Hukum,1996
47533,20737,5,Universitas Gadjah Mada,Statistika,1998
47534,20738,1,,,2013
47535,20738,4,Universitas Sebelas Maret,Kesehatan Masyarakat,2017
47536,20738,5,Institut Pertanian Bogor,Hukum,2019
47537,20739,1,,,1995
47538,20739,4,Universitas Diponegoro,Administrasi Negara,1999
47539,20740,1,,,1995
47540,20740,4,Universitas Airlangga,Akuntansi,1999
47541,20741,1,,,2008
47542,20741,2,Universitas Diponegoro,Kesehatan Masyarakat,2011
47543,20742,1,,,2009
47544,20742,4,Universitas Airlangga,Akuntansi,2013
47545,20743,1,,,2011
47546,20743,4,Universitas Airlangga,Teknik Informatika,2015
47547,20744,1,,,2020
47548,20744,2,Universitas Hasanuddin,Teknik Industri,2023
47549,20745,1,,,2003
47550,20745,4,Universitas Hasanuddin,Sistem Informasi,2007
47551,20746,1,,,2014
47552,20746,4,Universitas Negeri Jakarta,Statistika,2018
47553,20747,1,,,2017
47554,20747,4,Telkom University,Akuntansi,2021
47555,20748,1,,,2013
47556,20748,4,Universitas Gadjah Mada,Ekonomi,2017
47557,20749,1,,,2004
47558,20749,4,Universitas Negeri Jakarta,Ekonomi,2008
47559,20750,1,,,1984
47560,20750,4,Universitas Sriwijaya,Teknik Sipil,1988
47561,20750,5,Universitas Padjadjaran,Ilmu Komputer,1990
47562,20751,1,,,1989
47563,20751,4,Universitas Brawijaya,Statistika,1993
47564,20751,5,Universitas Brawijaya,Administrasi Negara,1995
47565,20752,1,,,1997
47566,20752,4,Universitas Airlangga,Ekonomi,2001
47567,20752,5,Universitas Negeri Yogyakarta,Akuntansi,2003
47568,20753,1,,,2021
47569,20753,4,Universitas Sriwijaya,Teknik Sipil,2025
47570,20754,1,,,2013
47571,20754,4,Universitas Brawijaya,Hukum,2017
47572,20754,5,Universitas Hasanuddin,Hukum,2019
47573,20755,1,,,1988
47574,20755,4,Universitas Indonesia,Teknik Industri,1992
47575,20755,5,Universitas Negeri Yogyakarta,Administrasi Publik,1994
47576,20755,6,Universitas Brawijaya,Teknik Informatika,1998
47577,20756,1,,,1998
47578,20756,4,Universitas Gadjah Mada,Kesehatan Masyarakat,2002
47579,20757,1,,,1987
47580,20757,4,Universitas Sriwijaya,Ekonomi,1991
47581,20758,1,,,1997
47582,20758,4,Universitas Diponegoro,Teknik Industri,2001
47583,20759,1,,,1991
47584,20759,4,BINUS University,Ilmu Komputer,1995
47585,20760,1,,,2017
47586,20760,4,Universitas Brawijaya,Administrasi Publik,2021
47587,20761,1,,,2000
47588,20761,4,Universitas Padjadjaran,Statistika,2004
47589,20762,1,,,1999
47590,20762,4,Universitas Hasanuddin,Hukum,2003
47591,20763,1,,,1990
47592,20763,4,Universitas Sriwijaya,Ekonomi,1994
47593,20763,5,Universitas Padjadjaran,Kesehatan Masyarakat,1996
47594,20764,1,,,1990
47595,20764,4,Universitas Hasanuddin,Matematika,1994
47596,20765,1,,,2009
47597,20765,4,Institut Pertanian Bogor,Administrasi Negara,2013
47598,20766,1,,,1987
47599,20766,4,Universitas Negeri Yogyakarta,Manajemen,1991
47600,20767,1,,,2011
47601,20767,4,Universitas Negeri Jakarta,Ilmu Komputer,2015
47602,20768,1,,,1995
47603,20768,4,Universitas Negeri Yogyakarta,Teknik Informatika,1999
47604,20769,1,,,2021
47605,20769,4,Universitas Negeri Yogyakarta,Administrasi Publik,2025
47606,20770,1,,,1993
47607,20770,4,Universitas Negeri Jakarta,Matematika,1997
47608,20770,5,Universitas Padjadjaran,Matematika,1999
47609,20771,1,,,2018
47610,20771,2,Universitas Hasanuddin,Hukum,2021
47611,20772,1,,,2005
47612,20772,4,Universitas Sriwijaya,Matematika,2009
47613,20772,5,Universitas Brawijaya,Statistika,2011
47614,20773,1,,,2016
47615,20773,4,Universitas Brawijaya,Teknik Sipil,2020
47616,20774,1,,,1984
47617,20774,4,Institut Pertanian Bogor,Statistika,1988
47618,20774,5,Universitas Negeri Jakarta,Sistem Informasi,1990
47619,20775,1,,,1987
47620,20775,4,Universitas Sriwijaya,Statistika,1991
47621,20776,1,,,2007
47622,20776,4,Institut Pertanian Bogor,Administrasi Negara,2011
47623,20777,1,,,2018
47624,20777,4,Universitas Airlangga,Manajemen,2022
47625,20778,1,,,2002
47626,20778,4,Universitas Brawijaya,Ekonomi,2006
47627,20779,1,,,2010
47628,20779,4,Universitas Brawijaya,Manajemen,2014
47629,20780,1,,,2008
47630,20780,4,Universitas Negeri Yogyakarta,Sistem Informasi,2012
47631,20781,1,,,2017
47632,20781,4,BINUS University,Matematika,2021
47633,20782,1,,,1990
47634,20782,4,Universitas Diponegoro,Sistem Informasi,1994
47635,20783,1,,,1989
47636,20783,4,Universitas Hasanuddin,Akuntansi,1993
47637,20784,1,,,2004
47638,20784,4,BINUS University,Manajemen,2008
47639,20785,1,,,2005
47640,20785,4,Institut Pertanian Bogor,Manajemen,2009
47641,20786,1,,,1991
47642,20786,4,Institut Teknologi Bandung,Administrasi Negara,1995
47643,20786,5,Universitas Negeri Jakarta,Sistem Informasi,1997
47644,20787,1,,,2002
47645,20787,4,Universitas Diponegoro,Teknik Informatika,2006
47646,20787,5,Universitas Negeri Jakarta,Administrasi Publik,2008
47647,20788,1,,,2004
47648,20788,4,Universitas Indonesia,Ekonomi,2008
47649,20789,1,,,1987
47650,20789,4,Institut Pertanian Bogor,Teknik Industri,1991
47651,20790,1,,,1999
47652,20790,4,BINUS University,Ekonomi,2003
47653,20790,5,Institut Teknologi Bandung,Statistika,2005
47654,20790,6,Universitas Airlangga,Sistem Informasi,2009
47655,20791,1,,,2001
47656,20791,4,Institut Pertanian Bogor,Kesehatan Masyarakat,2005
47657,20791,5,Universitas Airlangga,Kesehatan Masyarakat,2007
47658,20792,1,,,1990
47659,20792,4,Telkom University,Teknik Industri,1994
47660,20792,5,Universitas Sriwijaya,Administrasi Publik,1996
47661,20793,1,,,1988
47662,20793,4,Institut Pertanian Bogor,Sistem Informasi,1992
47663,20793,5,Universitas Brawijaya,Ilmu Komputer,1994
47664,20794,1,,,2019
47665,20794,4,Universitas Sebelas Maret,Administrasi Negara,2023
47666,20795,1,,,2013
47667,20795,4,Universitas Hasanuddin,Administrasi Negara,2017
47668,20796,1,,,1995
47669,20796,4,Telkom University,Ilmu Komputer,1999
47670,20797,1,,,2015
47671,20797,4,Universitas Indonesia,Matematika,2019
47672,20798,1,,,1996
47673,20798,4,Universitas Indonesia,Matematika,2000
47674,20799,1,,,1996
47675,20799,4,Universitas Diponegoro,Sistem Informasi,2000
47676,20800,1,,,2002
47677,20800,4,Universitas Diponegoro,Statistika,2006
47678,20800,5,Universitas Hasanuddin,Akuntansi,2008
47679,20801,1,,,1995
47680,20801,4,Universitas Negeri Jakarta,Statistika,1999
47681,20801,5,Universitas Sriwijaya,Kesehatan Masyarakat,2001
47682,20802,1,,,1992
47683,20802,4,Universitas Gadjah Mada,Statistika,1996
47684,20803,1,,,1986
47685,20803,4,Institut Pertanian Bogor,Statistika,1990
47686,20803,5,Universitas Negeri Jakarta,Ekonomi,1992
47687,20803,6,Universitas Sebelas Maret,Kesehatan Masyarakat,1996
47688,20804,1,,,2017
47689,20804,4,Universitas Diponegoro,Manajemen,2021
47690,20805,1,,,2017
47691,20805,4,Universitas Hasanuddin,Ekonomi,2021
47692,20806,1,,,2009
47693,20806,4,BINUS University,Administrasi Negara,2013
47694,20807,1,,,1988
47695,20807,4,Universitas Hasanuddin,Matematika,1992
47696,20807,5,Universitas Brawijaya,Ilmu Komputer,1994
47697,20808,1,,,1995
47698,20808,4,Universitas Sriwijaya,Ilmu Komputer,1999
47699,20809,1,,,2020
47700,20809,4,Universitas Airlangga,Ekonomi,2024
47701,20810,1,,,2006
47702,20810,4,Institut Pertanian Bogor,Statistika,2010
47703,20811,1,,,2002
47704,20811,4,Institut Pertanian Bogor,Sistem Informasi,2006
47705,20812,1,,,2002
47706,20812,4,Universitas Negeri Jakarta,Teknik Sipil,2006
47707,20813,1,,,1981
47708,20813,4,Universitas Hasanuddin,Teknik Industri,1985
47709,20814,1,,,1987
47710,20814,4,Universitas Negeri Yogyakarta,Kesehatan Masyarakat,1991
47711,20815,1,,,1983
47712,20815,4,Universitas Negeri Jakarta,Teknik Informatika,1987
47713,20816,1,,,2020
47714,20816,4,Universitas Diponegoro,Matematika,2024
47715,20817,1,,,1995
47716,20817,4,Universitas Indonesia,Administrasi Negara,1999
47717,20817,5,Universitas Airlangga,Administrasi Publik,2001
47718,20818,1,,,1992
47719,20818,4,Institut Pertanian Bogor,Matematika,1996
47720,20819,1,,,1995
47721,20819,4,Universitas Diponegoro,Akuntansi,1999
47722,20819,5,Universitas Airlangga,Ilmu Komputer,2001
47723,20819,6,BINUS University,Akuntansi,2005
47724,20820,1,,,1993
47725,20820,4,Universitas Sriwijaya,Ilmu Komputer,1997
47726,20821,1,,,2015
47727,20821,4,Institut Pertanian Bogor,Matematika,2019
47728,20822,1,,,1986
47729,20822,4,BINUS University,Teknik Sipil,1990
47730,20822,5,Universitas Diponegoro,Teknik Industri,1992
47731,20823,1,,,2005
47732,20823,4,Universitas Negeri Jakarta,Hukum,2009
47733,20823,5,Universitas Hasanuddin,Matematika,2011
47734,20824,1,,,2021
47735,20824,4,Institut Pertanian Bogor,Matematika,2025
47736,20825,1,,,1990
47737,20825,4,Telkom University,Statistika,1994
47738,20826,1,,,2021
47739,20826,4,Universitas Gadjah Mada,Statistika,2025
47740,20827,1,,,1990
47741,20827,4,BINUS University,Hukum,1994
47742,20828,1,,,2012
47743,20828,4,Universitas Sebelas Maret,Ekonomi,2016
47744,20829,1,,,2008
47745,20829,4,Universitas Negeri Jakarta,Hukum,2012
47746,20830,1,,,2011
47747,20830,4,Institut Teknologi Bandung,Akuntansi,2015
47748,20830,5,Universitas Indonesia,Administrasi Publik,2017
47749,20831,1,,,1992
47750,20831,4,Universitas Diponegoro,Hukum,1996
47751,20831,5,Institut Teknologi Bandung,Akuntansi,1998
47752,20832,1,,,2017
47753,20832,4,Universitas Hasanuddin,Akuntansi,2021
47754,20832,5,Universitas Negeri Jakarta,Administrasi Negara,2023
47755,20833,1,,,2010
47756,20833,4,Universitas Diponegoro,Administrasi Negara,2014
47757,20834,1,,,1986
47758,20834,4,Universitas Negeri Jakarta,Statistika,1990
47759,20835,1,,,2004
47760,20835,4,Universitas Hasanuddin,Matematika,2008
47761,20835,5,Universitas Hasanuddin,Teknik Industri,2010
47762,20836,1,,,1990
47763,20836,4,Universitas Indonesia,Teknik Sipil,1994
47764,20837,1,,,1995
47765,20837,4,Universitas Brawijaya,Teknik Industri,1999
47766,20837,5,Universitas Brawijaya,Ilmu Komputer,2001
47767,20838,1,,,2020
47768,20838,4,Universitas Airlangga,Ekonomi,2024
47769,20839,1,,,1991
47770,20839,4,Universitas Brawijaya,Sistem Informasi,1995
47771,20840,1,,,2017
