"riwayat_jabatan_id","pegawai_id","jabatan_id","instansi_id","tanggal_mulai","tanggal_selesai"
114270,16634,4,21,2021-08-26,2023-08-26
114271,16634,8,21,2023-08-26,
114272,16635,16,9,1988-06-17,1997-06-17
114273,16635,21,9,1997-06-17,2006-06-17
114274,16635,14,9,2006-06-17,2015-06-17
114275,16635,3,9,2015-06-17,
114276,16636,2,13,2023-10-12,
114277,16637,22,17,2007-05-22,2013-05-22
114278,16637,4,17,2013-05-22,2019-05-22
114279,16637,3,17,2019-05-22,
114280,16638,3,6,2017-07-04,2021-07-04
114281,16638,21,6,2021-07-04,
114282,16639,7,11,2026-07-21,
114283,16640,1,25,2018-11-12,2022-11-12
114284,16640,23,25,2022-11-12,
114285,16641,4,15,2008-12-06,2014-12-06
114286,16641,2,15,2014-12-06,2020-12-06
114287,16641,21,15,2020-12-06,
114288,16642,23,3,2004-12-03,2009-12-03
114289,16642,8,3,2009-12-03,2014-12-03
114290,16642,14,3,2014-12-03,2019-12-03
114291,16642,2,3,2019-12-03,
114292,16643,10,35,2017-08-03,2021-08-03
114293,16643,4,35,2021-08-03,
114294,16644,14,21,2023-01-12,
114295,16645,19,30,2017-08-04,2021-08-04
114296,16645,15,30,2021-08-04,
114297,16646,18,19,2020-07-03,2023-07-03
114298,16646,9,19,2023-07-03,
114299,16647,21,13,2003-02-17,2008-02-17
114300,16647,15,13,2008-02-17,2013-02-17
114301,16647,1,13,2013-02-17,2018-02-17
114302,16647,2,13,2018-02-17,
114303,16648,15,26,2025-05-26,
114304,16649,9,18,2006-07-05,2011-07-05
114305,16649,7,18,2011-07-05,2016-07-05
114306,16649,20,18,2016-07-05,2021-07-05
114307,16649,21,18,2021-07-05,
114308,16650,9,13,2023-08-21,
114309,16651,14,32,2022-02-25,
114310,16652,10,16,1994-11-16,2002-11-16
114311,16652,3,16,2002-11-16,2010-11-16
114312,16652,9,16,2010-11-16,2018-11-16
114313,16652,21,16,2018-11-16,
114314,16653,20,8,2016-05-13,2019-05-13
114315,16653,5,8,2019-05-13,2022-05-13
114316,16653,1,8,2022-05-13,
114317,16654,6,14,2026-04-21,
114318,16655,14,14,2007-02-22,2013-02-22
114319,16655,21,14,2013-02-22,2019-02-22
114320,16655,5,14,2019-02-22,
114321,16656,14,14,2024-01-18,
114322,16657,3,23,2026-02-15,
114323,16658,6,26,2023-10-08,
114324,16659,21,31,2017-12-28,2021-12-28
114325,16659,19,31,2021-12-28,
114326,16660,23,24,2021-01-14,2023-01-14
114327,16660,8,24,2023-01-14,
114328,16661,23,25,2020-04-25,2023-04-25
114329,16661,10,25,2023-04-25,
114330,16662,22,23,2016-04-15,2019-04-15
114331,16662,19,23,2019-04-15,2022-04-15
114332,16662,8,23,2022-04-15,
114333,16663,14,41,2007-07-04,2013-07-04
114334,16663,15,41,2013-07-04,2019-07-04
114335,16663,1,41,2019-07-04,
114336,16664,5,19,2009-03-09,2014-03-09
114337,16664,22,19,2014-03-09,2019-03-09
114338,16664,2,19,2019-03-09,
114339,16665,3,45,2023-07-04,
114340,16666,12,7,1998-12-15,2005-12-15
114341,16666,5,7,2005-12-15,2012-12-15
114342,16666,22,7,2012-12-15,2019-12-15
114343,16666,2,7,2019-12-15,
114344,16667,7,41,2001-11-01,2007-11-01
114345,16667,3,41,2007-11-01,2013-11-01
114346,16667,5,41,2013-11-01,2019-11-01
114347,16667,2,41,2019-11-01,
114348,16668,15,40,2021-09-20,2023-09-20
114349,16668,8,40,2023-09-20,
114350,16669,11,33,2020-03-24,2023-03-24
114351,16669,17,33,2023-03-24,
114352,16670,16,10,2023-03-14,
114353,16671,3,11,2016-02-15,2019-02-15
114354,16671,5,11,2019-02-15,2022-02-15
114355,16671,13,11,2022-02-15,
114356,16672,13,14,2000-01-05,2006-01-05
114357,16672,15,14,2006-01-05,2012-01-05
114358,16672,2,14,2012-01-05,2018-01-05
114359,16672,3,14,2018-01-05,
114360,16673,18,8,2017-03-28,2021-03-28
114361,16673,2,8,2021-03-28,
114362,16674,11,28,2025-03-26,
114363,16675,2,33,1998-07-08,2005-07-08
114364,16675,22,33,2005-07-08,2012-07-08
114365,16675,9,33,2012-07-08,2019-07-08
114366,16675,4,33,2019-07-08,
114367,16676,16,28,2021-04-11,2023-04-11
114368,16676,8,28,2023-04-11,
114369,16677,20,14,2025-05-20,
114370,16678,2,47,2023-03-02,
114371,16679,3,4,2026-01-14,
114372,16680,2,44,2023-04-22,
114373,16681,5,12,2012-04-04,2016-04-04
114374,16681,4,12,2016-04-04,2020-04-04
114375,16681,8,12,2020-04-04,
114376,16682,21,36,2017-11-24,2021-11-24
114377,16682,17,36,2021-11-24,
114378,16683,1,18,2016-07-01,2019-07-01
114379,16683,6,18,2019-07-01,2022-07-01
114380,16683,19,18,2022-07-01,
114381,16684,1,40,2022-03-24,
114382,16685,6,37,1997-07-27,2004-07-27
114383,16685,22,37,2004-07-27,2011-07-27
114384,16685,15,37,2011-07-27,2018-07-27
114385,16685,7,37,2018-07-27,
114386,16686,12,27,2023-08-23,
114387,16687,8,23,2007-09-05,2013-09-05
114388,16687,18,23,2013-09-05,2019-09-05
114389,16687,9,23,2019-09-05,
114390,16688,2,1,2009-11-08,2014-11-08
114391,16688,1,1,2014-11-08,2019-11-08
114392,16688,15,1,2019-11-08,
114393,16689,20,17,2020-03-03,2023-03-03
114394,16689,3,17,2023-03-03,
114395,16690,16,17,2016-07-07,2019-07-07
114396,16690,17,17,2019-07-07,2022-07-07
114397,16690,4,17,2022-07-07,
114398,16691,22,35,2023-03-08,
114399,16692,15,10,2016-11-19,2019-11-19
114400,16692,11,10,2019-11-19,2022-11-19
114401,16692,7,10,2022-11-19,
114402,16693,8,5,2020-02-14,2023-02-14
114403,16693,15,5,2023-02-14,
114404,16694,4,46,2013-06-12,2017-06-12
114405,16694,1,46,2017-06-12,2021-06-12
114406,16694,23,46,2021-06-12,
114407,16695,19,19,2023-02-05,
114408,16696,18,36,2009-02-08,2014-02-08
114409,16696,7,36,2014-02-08,2019-02-08
114410,16696,16,36,2019-02-08,
114411,16697,19,27,2014-10-03,2018-10-03
114412,16697,20,27,2018-10-03,2022-10-03
114413,16697,8,27,2022-10-03,
114414,16698,22,29,2003-06-03,2008-06-03
114415,16698,6,29,2008-06-03,2013-06-03
114416,16698,23,29,2013-06-03,2018-06-03
114417,16698,7,29,2018-06-03,
114418,16699,19,46,2024-03-23,
114419,16700,1,3,2024-04-23,
114420,16701,9,2,2009-11-24,2014-11-24
114421,16701,15,2,2014-11-24,2019-11-24
114422,16701,21,2,2019-11-24,
114423,16702,23,41,2023-05-20,
114424,16703,10,13,2023-05-08,
114425,16704,14,22,2019-06-22,2022-06-22
114426,16704,10,22,2022-06-22,
114427,16705,11,6,2022-05-13,
114428,16706,16,29,2012-08-08,2016-08-08
114429,16706,6,29,2016-08-08,2020-08-08
114430,16706,13,29,2020-08-08,
114431,16707,10,14,1995-04-11,2002-04-11
114432,16707,19,14,2002-04-11,2009-04-11
114433,16707,9,14,2009-04-11,2016-04-11
114434,16707,4,14,2016-04-11,
114435,16708,5,35,2017-01-21,2021-01-21
114436,16708,12,35,2021-01-21,
114437,16709,6,9,2024-06-21,
114438,16710,3,16,2006-02-28,2011-02-28
114439,16710,14,16,2011-02-28,2016-02-28
114440,16710,8,16,2016-02-28,2021-02-28
114441,16710,7,16,2021-02-28,
114442,16711,12,27,2021-03-27,2023-03-27
114443,16711,18,27,2023-03-27,
114444,16712,23,16,2026-06-26,
114445,16713,15,40,2024-12-24,
114446,16714,16,34,2026-02-15,
114447,16715,19,10,2018-07-28,2022-07-28
114448,16715,3,10,2022-07-28,
114449,16716,6,4,2017-07-22,2021-07-22
114450,16716,3,4,2021-07-22,
114451,16717,21,40,2016-04-03,2019-04-03
114452,16717,18,40,2019-04-03,2022-04-03
114453,16717,16,40,2022-04-03,
114454,16718,16,46,2021-04-02,2023-04-02
114455,16718,18,46,2023-04-02,
114456,16719,11,12,2020-08-21,2023-08-21
114457,16719,9,12,2023-08-21,
114458,16720,13,46,2020-04-06,2023-04-06
114459,16720,6,46,2023-04-06,
114460,16721,5,45,2025-05-05,
114461,16722,7,18,2025-02-04,
114462,16723,14,19,2014-08-24,2018-08-24
114463,16723,4,19,2018-08-24,2022-08-24
114464,16723,12,19,2022-08-24,
114465,16724,7,27,2003-03-24,2008-03-24
114466,16724,9,27,2008-03-24,2013-03-24
114467,16724,5,27,2013-03-24,2018-03-24
114468,16724,18,27,2018-03-24,
114469,16725,22,11,2022-02-01,
114470,16726,14,41,2011-12-03,2016-12-03
114471,16726,19,41,2016-12-03,2021-12-03
114472,16726,9,41,2021-12-03,
114473,16727,4,31,2012-05-14,2016-05-14
114474,16727,3,31,2016-05-14,2020-05-14
114475,16727,2,31,2020-05-14,
114476,16728,23,10,2008-08-18,2014-08-18
114477,16728,22,10,2014-08-18,2020-08-18
114478,16728,16,10,2020-08-18,
114479,16729,7,41,2014-05-23,2018-05-23
114480,16729,17,41,2018-05-23,2022-05-23
114481,16729,2,41,2022-05-23,
114482,16730,21,12,2003-08-07,2008-08-07
114483,16730,4,12,2008-08-07,2013-08-07
114484,16730,5,12,2013-08-07,2018-08-07
114485,16730,23,12,2018-08-07,
114486,16731,1,17,2010-07-02,2015-07-02
114487,16731,18,17,2015-07-02,2020-07-02
114488,16731,13,17,2020-07-02,
114489,16732,4,7,2022-08-26,
114490,16733,14,12,2025-07-07,
114491,16734,23,19,2020-11-06,2023-11-06
114492,16734,8,19,2023-11-06,
114493,16735,17,21,1994-03-21,2002-03-21
114494,16735,19,21,2002-03-21,2010-03-21
114495,16735,18,21,2010-03-21,2018-03-21
114496,16735,5,21,2018-03-21,
114497,16736,23,35,2022-03-01,
114498,16737,21,26,2025-10-16,
114499,16738,2,22,2005-09-24,2010-09-24
114500,16738,17,22,2010-09-24,2015-09-24
114501,16738,12,22,2015-09-24,2020-09-24
114502,16738,23,22,2020-09-24,
114503,16739,10,41,2025-07-15,
114504,16740,8,2,2016-11-20,2019-11-20
114505,16740,5,2,2019-11-20,2022-11-20
114506,16740,16,2,2022-11-20,
114507,16741,14,32,1997-08-08,2004-08-08
114508,16741,17,32,2004-08-08,2011-08-08
114509,16741,8,32,2011-08-08,2018-08-08
114510,16741,19,32,2018-08-08,
114511,16742,15,33,2017-01-07,2021-01-07
114512,16742,19,33,2021-01-07,
114513,16743,8,13,2020-11-14,2023-11-14
114514,16743,9,13,2023-11-14,
114515,16744,1,30,2021-12-04,2023-12-04
114516,16744,20,30,2023-12-04,
114517,16745,15,8,2022-11-17,
114518,16746,13,22,2006-10-27,2011-10-27
114519,16746,16,22,2011-10-27,2016-10-27
114520,16746,20,22,2016-10-27,2021-10-27
114521,16746,2,22,2021-10-27,
114522,16747,11,34,2002-09-01,2008-09-01
114523,16747,9,34,2008-09-01,2014-09-01
114524,16747,6,34,2014-09-01,2020-09-01
114525,16747,4,34,2020-09-01,
114526,16748,20,37,2009-04-15,2014-04-15
114527,16748,23,37,2014-04-15,2019-04-15
114528,16748,12,37,2019-04-15,
114529,16749,5,10,2005-04-24,2010-04-24
114530,16749,22,10,2010-04-24,2015-04-24
114531,16749,11,10,2015-04-24,2020-04-24
114532,16749,13,10,2020-04-24,
114533,16750,19,3,2011-08-26,2016-08-26
114534,16750,17,3,2016-08-26,2021-08-26
114535,16750,14,3,2021-08-26,
114536,16751,7,45,2025-04-21,
114537,16752,18,23,2000-12-03,2006-12-03
114538,16752,22,23,2006-12-03,2012-12-03
114539,16752,2,23,2012-12-03,2018-12-03
114540,16752,3,23,2018-12-03,
114541,16753,14,44,2024-02-05,
114542,16754,23,23,2018-12-15,2022-12-15
114543,16754,1,23,2022-12-15,
114544,16755,16,18,2019-11-12,2022-11-12
114545,16755,1,18,2022-11-12,
114546,16756,3,14,2019-03-19,2022-03-19
114547,16756,1,14,2022-03-19,
114548,16757,6,11,2016-05-04,2019-05-04
114549,16757,5,11,2019-05-04,2022-05-04
114550,16757,3,11,2022-05-04,
114551,16758,8,38,2025-02-09,
114552,16759,3,28,2022-01-12,
114553,16760,12,10,2019-12-11,2022-12-11
114554,16760,2,10,2022-12-11,
114555,16761,22,2,2023-05-04,
114556,16762,5,25,2022-02-28,
114557,16763,22,20,2024-04-18,
114558,16764,14,13,2001-04-27,2007-04-27
114559,16764,16,13,2007-04-27,2013-04-27
114560,16764,3,13,2013-04-27,2019-04-27
114561,16764,21,13,2019-04-27,
114562,16765,17,2,2025-10-26,
114563,16766,16,34,2025-03-08,
114564,16767,5,6,2015-12-05,2018-12-05
114565,16767,11,6,2018-12-05,2021-12-05
114566,16767,1,6,2021-12-05,
114567,16768,19,6,2017-09-03,2021-09-03
114568,16768,7,6,2021-09-03,
114569,16769,20,43,1993-04-11,2001-04-11
114570,16769,19,43,2001-04-11,2009-04-11
114571,16769,22,43,2009-04-11,2017-04-11
114572,16769,1,43,2017-04-11,
114573,16770,2,24,1990-05-24,1999-05-24
114574,16770,16,24,1999-05-24,2008-05-24
114575,16770,5,24,2008-05-24,2017-05-24
114576,16770,1,24,2017-05-24,
114577,16771,11,29,2024-01-23,
114578,16772,9,46,2019-05-25,2022-05-25
114579,16772,19,46,2022-05-25,
114580,16773,14,21,2023-09-27,
114581,16774,11,43,2023-08-08,
114582,16775,14,24,2000-09-01,2006-09-01
114583,16775,6,24,2006-09-01,2012-09-01
114584,16775,10,24,2012-09-01,2018-09-01
114585,16775,4,24,2018-09-01,
114586,16776,19,45,2024-02-19,
114587,16777,11,19,2025-10-28,
114588,16778,16,29,2021-05-12,2023-05-12
114589,16778,21,29,2023-05-12,
114590,16779,8,24,2015-07-06,2018-07-06
114591,16779,10,24,2018-07-06,2021-07-06
114592,16779,16,24,2021-07-06,
114593,16780,16,10,2021-08-21,2023-08-21
114594,16780,15,10,2023-08-21,
114595,16781,6,3,2017-05-23,2021-05-23
114596,16781,5,3,2021-05-23,
114597,16782,21,33,2014-05-14,2018-05-14
114598,16782,23,33,2018-05-14,2022-05-14
114599,16782,13,33,2022-05-14,
114600,16783,3,19,2016-10-25,2019-10-25
114601,16783,21,19,2019-10-25,2022-10-25
114602,16783,2,19,2022-10-25,
114603,16784,17,15,2024-07-08,
114604,16785,19,14,2012-04-27,2016-04-27
114605,16785,11,14,2016-04-27,2020-04-27
114606,16785,20,14,2020-04-27,
114607,16786,21,24,2015-09-25,2018-09-25
114608,16786,4,24,2018-09-25,2021-09-25
114609,16786,1,24,2021-09-25,
114610,16787,16,15,2018-06-25,2022-06-25
114611,16787,6,15,2022-06-25,
114612,16788,16,31,2019-09-05,2022-09-05
114613,16788,12,31,2022-09-05,
114614,16789,13,16,2025-04-20,
114615,16790,19,10,2022-05-02,
114616,16791,15,39,2022-03-10,
114617,16792,23,35,2024-08-02,
114618,16793,22,22,2018-09-18,2022-09-18
114619,16793,4,22,2022-09-18,
114620,16794,2,43,2018-04-25,2022-04-25
114621,16794,1,43,2022-04-25,
114622,16795,1,22,2022-08-01,
114623,16796,18,44,1999-12-27,2005-12-27
114624,16796,21,44,2005-12-27,2011-12-27
114625,16796,12,44,2011-12-27,2017-12-27
114626,16796,5,44,2017-12-27,
114627,16797,10,5,2015-01-25,2018-01-25
114628,16797,5,5,2018-01-25,2021-01-25
114629,16797,7,5,2021-01-25,
114630,16798,9,31,2022-02-27,
114631,16799,7,1,2017-03-12,2021-03-12
114632,16799,1,1,2021-03-12,
114633,16800,9,2,2024-07-22,
114634,16801,8,27,2025-12-09,
114635,16802,20,10,2016-10-20,2019-10-20
114636,16802,14,10,2019-10-20,2022-10-20
114637,16802,3,10,2022-10-20,
114638,16803,7,46,2025-03-14,
114639,16804,11,41,2014-02-05,2018-02-05
114640,16804,22,41,2018-02-05,2022-02-05
114641,16804,18,41,2022-02-05,
114642,16805,16,8,2016-09-07,2019-09-07
114643,16805,11,8,2019-09-07,2022-09-07
114644,16805,10,8,2022-09-07,
114645,16806,5,19,1999-04-08,2005-04-08
114646,16806,6,19,2005-04-08,2011-04-08
114647,16806,4,19,2011-04-08,2017-04-08
114648,16806,2,19,2017-04-08,
114649,16807,13,23,2023-03-15,
114650,16808,19,10,1997-11-23,2004-11-23
114651,16808,17,10,2004-11-23,2011-11-23
114652,16808,20,10,2011-11-23,2018-11-23
114653,16808,8,10,2018-11-23,
114654,16809,17,21,2001-09-05,2007-09-05
114655,16809,3,21,2007-09-05,2013-09-05
114656,16809,22,21,2013-09-05,2019-09-05
114657,16809,7,21,2019-09-05,
114658,16810,9,43,1999-12-22,2005-12-22
114659,16810,11,43,2005-12-22,2011-12-22
114660,16810,17,43,2011-12-22,2017-12-22
114661,16810,1,43,2017-12-22,
114662,16811,21,9,2010-07-16,2015-07-16
114663,16811,9,9,2015-07-16,2020-07-16
114664,16811,12,9,2020-07-16,
114665,16812,17,34,2018-01-26,2022-01-26
114666,16812,20,34,2022-01-26,
114667,16813,4,32,2024-09-14,
114668,16814,16,18,1998-02-04,2005-02-04
114669,16814,12,18,2005-02-04,2012-02-04
114670,16814,17,18,2012-02-04,2019-02-04
114671,16814,10,18,2019-02-04,
114672,16815,23,21,2018-07-22,2022-07-22
114673,16815,14,21,2022-07-22,
114674,16816,12,12,2022-10-24,
114675,16817,10,3,2023-11-27,
114676,16818,7,27,2025-01-12,
114677,16819,20,45,2020-05-17,2023-05-17
114678,16819,19,45,2023-05-17,
114679,16820,4,1,1998-02-23,2005-02-23
114680,16820,15,1,2005-02-23,2012-02-23
114681,16820,3,1,2012-02-23,2019-02-23
114682,16820,2,1,2019-02-23,
114683,16821,14,41,2017-01-27,2021-01-27
114684,16821,5,41,2021-01-27,
114685,16822,12,1,2017-07-18,2021-07-18
114686,16822,4,1,2021-07-18,
114687,16823,2,34,1998-08-13,2005-08-13
114688,16823,14,34,2005-08-13,2012-08-13
114689,16823,12,34,2012-08-13,2019-08-13
114690,16823,3,34,2019-08-13,
114691,16824,14,29,2023-04-18,
114692,16825,23,1,2020-12-28,2023-12-28
114693,16825,17,1,2023-12-28,
114694,16826,3,28,2013-12-03,2017-12-03
114695,16826,22,28,2017-12-03,2021-12-03
114696,16826,7,28,2021-12-03,
114697,16827,15,25,2019-09-05,2022-09-05
114698,16827,9,25,2022-09-05,
114699,16828,16,31,2018-06-20,2022-06-20
114700,16828,9,31,2022-06-20,
114701,16829,6,28,2025-06-20,
114702,16830,9,9,2025-06-14,
114703,16831,10,19,2025-04-18,
114704,16832,22,29,2000-02-08,2006-02-08
114705,16832,16,29,2006-02-08,2012-02-08
114706,16832,13,29,2012-02-08,2018-02-08
114707,16832,7,29,2018-02-08,
114708,16833,9,34,2023-08-25,
114709,16834,19,23,2012-01-23,2016-01-23
114710,16834,12,23,2016-01-23,2020-01-23
114711,16834,1,23,2020-01-23,
114712,16835,4,41,2024-12-15,
114713,16836,9,35,1999-05-22,2005-05-22
114714,16836,14,35,2005-05-22,2011-05-22
114715,16836,13,35,2011-05-22,2017-05-22
114716,16836,23,35,2017-05-22,
114717,16837,19,27,2021-03-11,2023-03-11
114718,16837,9,27,2023-03-11,
114719,16838,8,43,2015-02-15,2018-02-15
114720,16838,11,43,2018-02-15,2021-02-15
114721,16838,12,43,2021-02-15,
114722,16839,20,21,2020-11-10,2023-11-10
114723,16839,1,21,2023-11-10,
114724,16840,6,9,2025-09-12,
114725,16841,15,1,2023-12-24,
114726,16842,2,41,1998-12-06,2005-12-06
114727,16842,11,41,2005-12-06,2012-12-06
114728,16842,21,41,2012-12-06,2019-12-06
114729,16842,19,41,2019-12-06,
114730,16843,2,6,1987-08-19,1996-08-19
114731,16843,23,6,1996-08-19,2005-08-19
114732,16843,20,6,2005-08-19,2014-08-19
114733,16843,21,6,2014-08-19,
114734,16844,3,44,2019-04-02,2022-04-02
114735,16844,19,44,2022-04-02,
114736,16845,16,47,2026-04-17,
114737,16846,14,25,2018-10-27,2022-10-27
114738,16846,7,25,2022-10-27,
114739,16847,4,24,2013-07-01,2017-07-01
114740,16847,1,24,2017-07-01,2021-07-01
114741,16847,9,24,2021-07-01,
114742,16848,20,33,2025-10-28,
114743,16849,6,17,2018-06-23,2022-06-23
114744,16849,21,17,2022-06-23,
114745,16850,2,32,2022-08-13,
114746,16851,1,13,2025-02-23,
114747,16852,15,28,2005-02-27,2010-02-27
114748,16852,11,28,2010-02-27,2015-02-27
114749,16852,14,28,2015-02-27,2020-02-27
114750,16852,7,28,2020-02-27,
114751,16853,19,15,1992-01-05,2000-01-05
114752,16853,2,15,2000-01-05,2008-01-05
114753,16853,14,15,2008-01-05,2016-01-05
114754,16853,3,15,2016-01-05,
114755,16854,3,5,2020-06-04,2023-06-04
114756,16854,18,5,2023-06-04,
114757,16855,16,15,2023-10-11,
114758,16856,11,34,2007-05-08,2013-05-08
114759,16856,1,34,2013-05-08,2019-05-08
114760,16856,12,34,2019-05-08,
114761,16857,8,7,2024-01-10,
114762,16858,6,25,2015-07-07,2018-07-07
114763,16858,11,25,2018-07-07,2021-07-07
114764,16858,10,25,2021-07-07,
114765,16859,16,29,2025-12-04,
114766,16860,8,22,2018-07-12,2022-07-12
114767,16860,2,22,2022-07-12,
114768,16861,5,32,2019-01-15,2022-01-15
114769,16861,19,32,2022-01-15,
114770,16862,13,43,2017-11-13,2021-11-13
114771,16862,4,43,2021-11-13,
114772,16863,18,15,2025-05-01,
114773,16864,7,16,2023-02-20,
114774,16865,11,45,2003-10-18,2008-10-18
114775,16865,3,45,2008-10-18,2013-10-18
114776,16865,21,45,2013-10-18,2018-10-18
114777,16865,17,45,2018-10-18,
114778,16866,9,21,2014-09-20,2018-09-20
114779,16866,1,21,2018-09-20,2022-09-20
114780,16866,13,21,2022-09-20,
114781,16867,3,8,2024-11-07,
114782,16868,12,13,2016-03-08,2019-03-08
114783,16868,3,13,2019-03-08,2022-03-08
114784,16868,16,13,2022-03-08,
114785,16869,20,13,2007-06-25,2013-06-25
114786,16869,16,13,2013-06-25,2019-06-25
114787,16869,13,13,2019-06-25,
114788,16870,7,1,2000-08-19,2006-08-19
114789,16870,1,1,2006-08-19,2012-08-19
114790,16870,23,1,2012-08-19,2018-08-19
114791,16870,3,1,2018-08-19,
114792,16871,2,20,2001-02-22,2007-02-22
114793,16871,1,20,2007-02-22,2013-02-22
114794,16871,19,20,2013-02-22,2019-02-22
114795,16871,14,20,2019-02-22,
114796,16872,17,29,2026-02-08,
114797,16873,17,37,2025-09-28,
114798,16874,21,36,2023-05-28,
114799,16875,7,27,2018-07-17,2022-07-17
114800,16875,3,27,2022-07-17,
114801,16876,4,13,2018-08-15,2022-08-15
114802,16876,12,13,2022-08-15,
114803,16877,10,6,2018-09-11,2022-09-11
114804,16877,7,6,2022-09-11,
114805,16878,14,33,2026-01-03,
114806,16879,7,39,2006-06-05,2011-06-05
114807,16879,2,39,2011-06-05,2016-06-05
114808,16879,4,39,2016-06-05,2021-06-05
114809,16879,10,39,2021-06-05,
114810,16880,14,15,2024-09-22,
114811,16881,23,26,2021-02-03,2023-02-03
114812,16881,20,26,2023-02-03,
114813,16882,7,31,2023-03-27,
114814,16883,22,36,2024-06-26,
114815,16884,22,33,2020-07-04,2023-07-04
114816,16884,9,33,2023-07-04,
114817,16885,3,24,2017-10-13,2021-10-13
114818,16885,5,24,2021-10-13,
114819,16886,12,27,2010-07-25,2015-07-25
114820,16886,21,27,2015-07-25,2020-07-25
114821,16886,22,27,2020-07-25,
114822,16887,6,34,2023-12-20,
114823,16888,23,47,2005-03-08,2010-03-08
114824,16888,19,47,2010-03-08,2015-03-08
114825,16888,14,47,2015-03-08,2020-03-08
114826,16888,10,47,2020-03-08,
114827,16889,5,24,2019-10-11,2022-10-11
114828,16889,10,24,2022-10-11,
114829,16890,21,38,2010-01-13,2015-01-13
114830,16890,5,38,2015-01-13,2020-01-13
114831,16890,7,38,2020-01-13,
114832,16891,20,32,2013-07-26,2017-07-26
114833,16891,10,32,2017-07-26,2021-07-26
114834,16891,19,32,2021-07-26,
114835,16892,17,15,2025-05-27,
114836,16893,15,3,2013-03-17,2017-03-17
114837,16893,4,3,2017-03-17,2021-03-17
114838,16893,7,3,2021-03-17,
114839,16894,6,47,2023-05-15,
114840,16895,18,21,2024-11-16,
114841,16896,8,43,2025-09-14,
114842,16897,9,37,2023-10-23,
114843,16898,10,26,2025-10-14,
114844,16899,23,39,2019-07-21,2022-07-21
114845,16899,20,39,2022-07-21,
114846,16900,20,27,2013-07-12,2017-07-12
114847,16900,5,27,2017-07-12,2021-07-12
114848,16900,3,27,2021-07-12,
114849,16901,1,45,2023-02-10,
114850,16902,21,5,2012-09-21,2016-09-21
114851,16902,2,5,2016-09-21,2020-09-21
114852,16902,4,5,2020-09-21,
114853,16903,15,18,1995-04-23,2002-04-23
114854,16903,2,18,2002-04-23,2009-04-23
114855,16903,10,18,2009-04-23,2016-04-23
114856,16903,6,18,2016-04-23,
114857,16904,10,7,2024-08-14,
114858,16905,23,32,2019-01-19,2022-01-19
114859,16905,18,32,2022-01-19,
114860,16906,16,13,2025-04-17,
114861,16907,19,5,2007-08-15,2013-08-15
114862,16907,21,5,2013-08-15,2019-08-15
114863,16907,17,5,2019-08-15,
114864,16908,8,3,2016-10-06,2019-10-06
114865,16908,3,3,2019-10-06,2022-10-06
114866,16908,10,3,2022-10-06,
114867,16909,23,41,2020-09-17,2023-09-17
114868,16909,6,41,2023-09-17,
114869,16910,18,1,1994-03-16,2002-03-16
114870,16910,4,1,2002-03-16,2010-03-16
114871,16910,6,1,2010-03-16,2018-03-16
114872,16910,3,1,2018-03-16,
114873,16911,18,42,2022-10-08,
114874,16912,14,6,2019-08-11,2022-08-11
114875,16912,4,6,2022-08-11,
114876,16913,21,45,2019-05-27,2022-05-27
114877,16913,6,45,2022-05-27,
114878,16914,17,8,2024-02-19,
114879,16915,15,17,2019-10-26,2022-10-26
114880,16915,5,17,2022-10-26,
114881,16916,21,6,2019-07-26,2022-07-26
114882,16916,6,6,2022-07-26,
114883,16917,8,27,2014-01-09,2018-01-09
114884,16917,15,27,2018-01-09,2022-01-09
114885,16917,7,27,2022-01-09,
114886,16918,23,44,2000-09-24,2006-09-24
114887,16918,14,44,2006-09-24,2012-09-24
114888,16918,3,44,2012-09-24,2018-09-24
114889,16918,18,44,2018-09-24,
114890,16919,19,4,2023-01-26,
114891,16920,21,42,2025-07-06,
114892,16921,20,28,1992-05-17,2000-05-17
114893,16921,6,28,2000-05-17,2008-05-17
114894,16921,10,28,2008-05-17,2016-05-17
114895,16921,19,28,2016-05-17,
114896,16922,4,35,2013-02-13,2017-02-13
114897,16922,21,35,2017-02-13,2021-02-13
114898,16922,13,35,2021-02-13,
114899,16923,6,14,2019-05-09,2022-05-09
114900,16923,23,14,2022-05-09,
114901,16924,18,24,2021-10-10,2023-10-10
114902,16924,4,24,2023-10-10,
114903,16925,9,43,2013-11-15,2017-11-15
114904,16925,14,43,2017-11-15,2021-11-15
114905,16925,3,43,2021-11-15,
114906,16926,8,4,2020-05-10,2023-05-10
114907,16926,17,4,2023-05-10,
114908,16927,19,47,2020-01-14,2023-01-14
114909,16927,11,47,2023-01-14,
114910,16928,13,10,2015-07-18,2018-07-18
114911,16928,4,10,2018-07-18,2021-07-18
114912,16928,19,10,2021-07-18,
114913,16929,19,33,2009-02-06,2014-02-06
114914,16929,15,33,2014-02-06,2019-02-06
114915,16929,3,33,2019-02-06,
114916,16930,20,25,2025-05-16,
114917,16931,15,12,2024-04-18,
114918,16932,22,1,1997-11-11,2004-11-11
114919,16932,13,1,2004-11-11,2011-11-11
114920,16932,4,1,2011-11-11,2018-11-11
114921,16932,2,1,2018-11-11,
114922,16933,13,36,1991-06-24,1999-06-24
114923,16933,12,36,1999-06-24,2007-06-24
114924,16933,11,36,2007-06-24,2015-06-24
114925,16933,1,36,2015-06-24,
