"riwayat_pangkat_id","pegawai_id","pangkat_id","tanggal_mulai","tanggal_selesai"
36148,18706,5,2022-12-05,
36149,18707,8,2023-10-03,
36150,18708,1,2000-04-27,
36151,18709,1,2016-04-22,2021-04-22
36152,18709,2,2021-04-22,
36153,18710,7,2012-08-10,2016-08-10
36154,18710,8,2016-08-10,2020-08-10
36155,18710,9,2020-08-10,
36156,18711,3,2002-08-15,2008-08-15
36157,18711,4,2008-08-15,2014-08-15
36158,18711,5,2014-08-15,2020-08-15
36159,18711,6,2020-08-15,
36160,18712,1,1996-09-03,2011-09-03
36161,18712,2,2011-09-03,
36162,18713,1,2022-05-26,
36163,18714,5,2007-03-04,2013-03-04
36164,18714,6,2013-03-04,2019-03-04
36165,18714,7,2019-03-04,
36166,18715,9,2024-03-17,
36167,18716,1,2004-09-20,
36168,18717,1,2022-11-23,
36169,18718,1,2025-12-07,
36170,18719,1,2024-07-03,
36171,18720,5,2025-11-21,
36172,18721,2,2003-10-28,2008-10-28
36173,18721,3,2008-10-28,2013-10-28
36174,18721,4,2013-10-28,2018-10-28
36175,18721,5,2018-10-28,
36176,18722,2,2025-10-21,
36177,18723,1,2023-06-06,
36178,18724,7,2017-04-13,2021-04-13
36179,18724,8,2021-04-13,
36180,18725,1,2024-06-14,
36181,18726,3,2009-03-24,2014-03-24
36182,18726,4,2014-03-24,2019-03-24
36183,18726,5,2019-03-24,
36184,18727,7,2015-02-10,2018-02-10
36185,18727,8,2018-02-10,2021-02-10
36186,18727,9,2021-02-10,
36187,18728,3,2002-10-01,2008-10-01
36188,18728,4,2008-10-01,2014-10-01
36189,18728,5,2014-10-01,2020-10-01
36190,18728,6,2020-10-01,
36191,18729,2,2026-05-05,
36192,18730,2,2022-01-15,
36193,18731,10,2025-04-11,
36194,18732,1,2023-09-22,
36195,18733,1,2023-06-25,
36196,18734,4,2020-08-04,2023-08-04
36197,18734,5,2023-08-04,
36198,18735,9,2022-03-20,
36199,18736,5,1999-09-04,2005-09-04
36200,18736,6,2005-09-04,2011-09-04
36201,18736,7,2011-09-04,2017-09-04
36202,18736,8,2017-09-04,
36203,18737,1,1993-08-10,2009-08-10
36204,18737,2,2009-08-10,
36205,18738,10,2025-12-05,
36206,18739,5,2017-04-25,2021-04-25
36207,18739,6,2021-04-25,
36208,18740,6,2020-03-24,2023-03-24
36209,18740,7,2023-03-24,
36210,18741,8,2025-09-26,
36211,18742,5,2025-07-23,
36212,18743,2,2022-04-22,
36213,18744,1,2015-11-03,
36214,18745,1,2025-03-12,
36215,18746,2,2025-08-15,
36216,18747,1,2016-09-08,
36217,18748,5,2017-08-27,2021-08-27
36218,18748,6,2021-08-27,
36219,18749,2,2024-07-28,
36220,18750,3,2010-01-04,2015-01-04
36221,18750,4,2015-01-04,2020-01-04
36222,18750,5,2020-01-04,
36223,18751,8,2020-08-12,2023-08-12
36224,18751,9,2023-08-12,
36225,18752,1,2013-07-05,
36226,18753,1,2008-05-08,
36227,18754,1,2018-09-25,
36228,18755,2,1995-04-18,2002-04-18
36229,18755,3,2002-04-18,2009-04-18
36230,18755,4,2009-04-18,2016-04-18
36231,18755,5,2016-04-18,
36232,18756,1,2015-03-03,2020-03-03
36233,18756,2,2020-03-03,
36234,18757,9,2022-12-14,
36235,18758,1,2004-02-11,
36236,18759,7,2017-05-20,2021-05-20
36237,18759,8,2021-05-20,
36238,18760,1,2016-12-27,2021-12-27
36239,18760,2,2021-12-27,
36240,18761,6,2007-03-25,2013-03-25
36241,18761,7,2013-03-25,2019-03-25
36242,18761,8,2019-03-25,
36243,18762,2,2025-10-08,
36244,18763,1,1989-01-18,
36245,18764,1,1999-01-26,
36246,18765,8,2017-02-08,2021-02-08
36247,18765,9,2021-02-08,
36248,18766,7,2017-06-04,2021-06-04
36249,18766,8,2021-06-04,
36250,18767,5,2013-12-07,2017-12-07
36251,18767,6,2017-12-07,2021-12-07
36252,18767,7,2021-12-07,
36253,18768,4,2000-07-12,2006-07-12
36254,18768,5,2006-07-12,2012-07-12
36255,18768,6,2012-07-12,2018-07-12
36256,18768,7,2018-07-12,
36257,18769,1,2026-07-21,
36258,18770,5,2025-08-07,
36259,18771,8,2024-12-24,
36260,18772,7,2017-10-20,2021-10-20
36261,18772,8,2021-10-20,
36262,18773,4,2006-05-24,2011-05-24
36263,18773,5,2011-05-24,2016-05-24
36264,18773,6,2016-05-24,2021-05-24
36265,18773,7,2021-05-24,
36266,18774,8,2026-04-18,
36267,18775,1,2023-12-01,
36268,18776,1,2009-10-16,
36269,18777,1,2002-06-26,
36270,18778,8,2019-08-12,2022-08-12
36271,18778,9,2022-08-12,
36272,18779,2,2025-04-07,
36273,18780,9,2025-06-28,
36274,18781,1,1997-05-11,2011-05-11
36275,18781,2,2011-05-11,
36276,18782,1,2016-03-17,2021-03-17
36277,18782,2,2021-03-17,
36278,18783,5,2003-10-23,2008-10-23
36279,18783,6,2008-10-23,2013-10-23
36280,18783,7,2013-10-23,2018-10-23
36281,18783,8,2018-10-23,
36282,18784,5,2019-07-20,2022-07-20
36283,18784,6,2022-07-20,
36284,18785,8,2025-05-11,
36285,18786,1,2018-06-09,
36286,18787,5,2023-08-11,
36287,18788,3,1999-12-09,2005-12-09
36288,18788,4,2005-12-09,2011-12-09
36289,18788,5,2011-12-09,2017-12-09
36290,18788,6,2017-12-09,
36291,18789,5,2014-06-26,2018-06-26
36292,18789,6,2018-06-26,2022-06-26
36293,18789,7,2022-06-26,
36294,18790,6,2007-10-25,2013-10-25
36295,18790,7,2013-10-25,2019-10-25
36296,18790,8,2019-10-25,
36297,18791,1,1986-10-24,
36298,18792,8,2021-03-25,2023-03-25
36299,18792,9,2023-03-25,
36300,18793,6,2015-04-18,2018-04-18
36301,18793,7,2018-04-18,2021-04-18
36302,18793,8,2021-04-18,
36303,18794,3,2005-09-01,2010-09-01
36304,18794,4,2010-09-01,2015-09-01
36305,18794,5,2015-09-01,2020-09-01
36306,18794,6,2020-09-01,
36307,18795,2,2023-04-14,
36308,18796,1,2002-04-24,
36309,18797,5,2004-11-17,2009-11-17
36310,18797,6,2009-11-17,2014-11-17
36311,18797,7,2014-11-17,2019-11-17
36312,18797,8,2019-11-17,
36313,18798,1,2007-12-27,
36314,18799,7,2015-03-01,2018-03-01
36315,18799,8,2018-03-01,2021-03-01
36316,18799,9,2021-03-01,
36317,18800,10,2025-11-08,
36318,18801,1,1999-08-16,2012-08-16
36319,18801,2,2012-08-16,
36320,18802,1,2020-05-03,2023-05-03
36321,18802,2,2023-05-03,
36322,18803,7,2020-03-25,2023-03-25
36323,18803,8,2023-03-25,
36324,18804,4,2017-09-26,2021-09-26
36325,18804,5,2021-09-26,
36326,18805,5,2014-02-04,2018-02-04
36327,18805,6,2018-02-04,2022-02-04
36328,18805,7,2022-02-04,
36329,18806,4,2002-09-05,2008-09-05
36330,18806,5,2008-09-05,2014-09-05
36331,18806,6,2014-09-05,2020-09-05
36332,18806,7,2020-09-05,
36333,18807,2,1999-01-08,2005-01-08
36334,18807,3,2005-01-08,2011-01-08
36335,18807,4,2011-01-08,2017-01-08
36336,18807,5,2017-01-08,
36337,18808,3,2006-03-20,2011-03-20
36338,18808,4,2011-03-20,2016-03-20
36339,18808,5,2016-03-20,2021-03-20
36340,18808,6,2021-03-20,
36341,18809,5,2015-06-10,2018-06-10
36342,18809,6,2018-06-10,2021-06-10
36343,18809,7,2021-06-10,
36344,18810,1,1993-12-02,2009-12-02
36345,18810,2,2009-12-02,
36346,18811,2,2025-09-06,
36347,18812,2,2006-07-15,2011-07-15
36348,18812,3,2011-07-15,2016-07-15
36349,18812,4,2016-07-15,2021-07-15
36350,18812,5,2021-07-15,
36351,18813,3,2009-07-24,2014-07-24
36352,18813,4,2014-07-24,2019-07-24
36353,18813,5,2019-07-24,
36354,18814,7,2025-11-27,
36355,18815,7,2021-03-13,2023-03-13
36356,18815,8,2023-03-13,
36357,18816,6,2006-03-22,2011-03-22
36358,18816,7,2011-03-22,2016-03-22
36359,18816,8,2016-03-22,2021-03-22
36360,18816,9,2021-03-22,
36361,18817,1,2014-12-16,
36362,18818,10,2025-02-22,
36363,18819,1,2010-08-05,2018-08-05
36364,18819,2,2018-08-05,
36365,18820,1,2015-01-17,
36366,18821,6,2024-07-03,
36367,18822,1,2014-07-22,2020-07-22
36368,18822,2,2020-07-22,
36369,18823,3,2008-10-01,2014-10-01
36370,18823,4,2014-10-01,2020-10-01
36371,18823,5,2020-10-01,
36372,18824,6,2007-07-02,2013-07-02
36373,18824,7,2013-07-02,2019-07-02
36374,18824,8,2019-07-02,
36375,18825,1,2019-10-04,
36376,18826,4,2019-12-14,2022-12-14
36377,18826,5,2022-12-14,
36378,18827,4,2014-11-09,2018-11-09
36379,18827,5,2018-11-09,2022-11-09
36380,18827,6,2022-11-09,
36381,18828,1,2004-06-28,
36382,18829,1,2019-01-06,
36383,18830,1,1998-09-01,2012-09-01
36384,18830,2,2012-09-01,
36385,18831,5,2013-05-06,2017-05-06
36386,18831,6,2017-05-06,2021-05-06
36387,18831,7,2021-05-06,
36388,18832,6,2010-07-12,2015-07-12
36389,18832,7,2015-07-12,2020-07-12
36390,18832,8,2020-07-12,
36391,18833,1,2016-02-13,
36392,18834,5,2010-04-08,2015-04-08
36393,18834,6,2015-04-08,2020-04-08
36394,18834,7,2020-04-08,
36395,18835,6,2019-12-05,2022-12-05
36396,18835,7,2022-12-05,
36397,18836,2,2025-02-15,
36398,18837,5,2005-09-24,2010-09-24
36399,18837,6,2010-09-24,2015-09-24
36400,18837,7,2015-09-24,2020-09-24
36401,18837,8,2020-09-24,
36402,18838,1,2004-11-23,
36403,18839,8,2017-04-13,2021-04-13
36404,18839,9,2021-04-13,
36405,18840,5,2009-08-06,2014-08-06
36406,18840,6,2014-08-06,2019-08-06
36407,18840,7,2019-08-06,
36408,18841,1,2017-07-07,
36409,18842,8,2022-05-16,
36410,18843,5,2010-03-12,2015-03-12
36411,18843,6,2015-03-12,2020-03-12
36412,18843,7,2020-03-12,
36413,18844,2,2022-04-01,
36414,18845,5,2025-10-16,
36415,18846,10,2022-11-15,
36416,18847,2,2023-03-03,
36417,18848,8,2021-01-06,2023-01-06
36418,18848,9,2023-01-06,
36419,18849,1,2025-02-03,
36420,18850,6,2017-02-02,2021-02-02
36421,18850,7,2021-02-02,
36422,18851,1,2014-06-03,2020-06-03
36423,18851,2,2020-06-03,
36424,18852,6,2011-04-06,2016-04-06
36425,18852,7,2016-04-06,2021-04-06
36426,18852,8,2021-04-06,
36427,18853,6,2013-11-18,2017-11-18
36428,18853,7,2017-11-18,2021-11-18
36429,18853,8,2021-11-18,
36430,18854,10,2024-11-23,
36431,18855,6,2015-09-23,2018-09-23
36432,18855,7,2018-09-23,2021-09-23
36433,18855,8,2021-09-23,
36434,18856,8,2024-02-08,
36435,18857,6,2025-12-27,
36436,18858,1,2009-07-10,2017-07-10
36437,18858,2,2017-07-10,
36438,18859,3,2006-12-15,2011-12-15
36439,18859,4,2011-12-15,2016-12-15
36440,18859,5,2016-12-15,2021-12-15
36441,18859,6,2021-12-15,
36442,18860,2,2006-01-14,2011-01-14
36443,18860,3,2011-01-14,2016-01-14
36444,18860,4,2016-01-14,2021-01-14
36445,18860,5,2021-01-14,
36446,18861,8,2024-03-18,
36447,18862,4,2002-04-13,2008-04-13
36448,18862,5,2008-04-13,2014-04-13
36449,18862,6,2014-04-13,2020-04-13
36450,18862,7,2020-04-13,
36451,18863,1,1987-07-02,
36452,18864,5,1998-09-16,2005-09-16
36453,18864,6,2005-09-16,2012-09-16
36454,18864,7,2012-09-16,2019-09-16
36455,18864,8,2019-09-16,
36456,18865,1,2024-10-16,
36457,18866,3,2014-11-23,2018-11-23
36458,18866,4,2018-11-23,2022-11-23
36459,18866,5,2022-11-23,
36460,18867,7,2011-02-12,2016-02-12
36461,18867,8,2016-02-12,2021-02-12
36462,18867,9,2021-02-12,
36463,18868,5,2006-06-23,2011-06-23
36464,18868,6,2011-06-23,2016-06-23
36465,18868,7,2016-06-23,2021-06-23
36466,18868,8,2021-06-23,
36467,18869,10,2024-12-23,
36468,18870,3,2014-04-15,2018-04-15
36469,18870,4,2018-04-15,2022-04-15
36470,18870,5,2022-04-15,
36471,18871,7,2012-10-18,2016-10-18
36472,18871,8,2016-10-18,2020-10-18
36473,18871,9,2020-10-18,
36474,18872,2,2024-04-21,
36475,18873,9,2023-01-28,
36476,18874,7,2014-03-01,2018-03-01
36477,18874,8,2018-03-01,2022-03-01
36478,18874,9,2022-03-01,
36479,18875,4,2016-10-21,2019-10-21
36480,18875,5,2019-10-21,2022-10-21
36481,18875,6,2022-10-21,
36482,18876,1,2005-02-11,
36483,18877,1,2005-11-11,
36484,18878,2,2026-03-13,
36485,18879,1,2026-03-17,
36486,18880,1,2006-07-05,
36487,18881,6,2016-10-28,2019-10-28
36488,18881,7,2019-10-28,2022-10-28
36489,18881,8,2022-10-28,
36490,18882,1,2023-01-22,
36491,18883,1,1990-02-03,
36492,18884,6,2014-03-05,2018-03-05
36493,18884,7,2018-03-05,2022-03-05
36494,18884,8,2022-03-05,
36495,18885,4,1999-02-11,2005-02-11
36496,18885,5,2005-02-11,2011-02-11
36497,18885,6,2011-02-11,2017-02-11
36498,18885,7,2017-02-11,
36499,18886,4,2008-12-28,2014-12-28
36500,18886,5,2014-12-28,2020-12-28
36501,18886,6,2020-12-28,
36502,18887,6,2023-09-14,
36503,18888,1,2006-09-16,2016-09-16
36504,18888,2,2016-09-16,
36505,18889,5,2012-01-23,2016-01-23
36506,18889,6,2016-01-23,2020-01-23
36507,18889,7,2020-01-23,
36508,18890,7,2021-09-27,2023-09-27
36509,18890,8,2023-09-27,
36510,18891,6,2011-01-19,2016-01-19
36511,18891,7,2016-01-19,2021-01-19
36512,18891,8,2021-01-19,
36513,18892,6,2008-03-20,2014-03-20
36514,18892,7,2014-03-20,2020-03-20
36515,18892,8,2020-03-20,
36516,18893,5,2010-07-02,2015-07-02
36517,18893,6,2015-07-02,2020-07-02
36518,18893,7,2020-07-02,
36519,18894,1,2025-09-16,
36520,18895,1,2017-06-06,2021-06-06
36521,18895,2,2021-06-06,
36522,18896,2,2022-09-27,
36523,18897,1,2004-02-23,2015-02-23
36524,18897,2,2015-02-23,
36525,18898,2,2026-07-05,
36526,18899,6,2017-10-04,2021-10-04
36527,18899,7,2021-10-04,
36528,18900,2,2025-02-12,
36529,18901,2,2002-11-24,2008-11-24
36530,18901,3,2008-11-24,2014-11-24
36531,18901,4,2014-11-24,2020-11-24
36532,18901,5,2020-11-24,
36533,18902,5,2002-01-27,2008-01-27
36534,18902,6,2008-01-27,2014-01-27
36535,18902,7,2014-01-27,2020-01-27
36536,18902,8,2020-01-27,
36537,18903,1,1995-03-16,2010-03-16
36538,18903,2,2010-03-16,
36539,18904,6,2017-07-20,2021-07-20
36540,18904,7,2021-07-20,
36541,18905,8,2024-08-14,
36542,18906,1,2003-12-01,2014-12-01
36543,18906,2,2014-12-01,
36544,18907,1,2023-07-11,
36545,18908,3,2010-04-06,2015-04-06
36546,18908,4,2015-04-06,2020-04-06
36547,18908,5,2020-04-06,
36548,18909,3,2012-11-23,2016-11-23
36549,18909,4,2016-11-23,2020-11-23
36550,18909,5,2020-11-23,
36551,18910,1,2014-12-13,2020-12-13
36552,18910,2,2020-12-13,
36553,18911,1,2007-08-20,
36554,18912,1,2018-11-11,2022-11-11
36555,18912,2,2022-11-11,
36556,18913,8,2024-11-03,
36557,18914,2,2023-10-07,
36558,18915,9,2024-09-03,
36559,18916,1,1994-04-22,
36560,18917,6,2015-04-20,2018-04-20
36561,18917,7,2018-04-20,2021-04-20
36562,18917,8,2021-04-20,
36563,18918,2,2024-07-11,
36564,18919,4,2016-03-16,2019-03-16
36565,18919,5,2019-03-16,2022-03-16
36566,18919,6,2022-03-16,
36567,18920,9,2021-01-18,2023-01-18
36568,18920,10,2023-01-18,
36569,18921,6,2024-08-28,
36570,18922,1,2011-09-26,2018-09-26
36571,18922,2,2018-09-26,
36572,18923,5,2023-01-21,
36573,18924,3,2010-08-15,2015-08-15
36574,18924,4,2015-08-15,2020-08-15
36575,18924,5,2020-08-15,
36576,18925,2,1998-10-16,2005-10-16
36577,18925,3,2005-10-16,2012-10-16
36578,18925,4,2012-10-16,2019-10-16
36579,18925,5,2019-10-16,
36580,18926,7,2013-03-09,2017-03-09
36581,18926,8,2017-03-09,2021-03-09
36582,18926,9,2021-03-09,
36583,18927,9,2021-11-14,2023-11-14
36584,18927,10,2023-11-14,
36585,18928,2,2023-08-10,
36586,18929,7,2020-01-04,2023-01-04
36587,18929,8,2023-01-04,
36588,18930,8,2025-07-10,
36589,18931,2,2023-04-22,
36590,18932,4,2017-01-15,2021-01-15
36591,18932,5,2021-01-15,
36592,18933,3,2015-03-27,2018-03-27
36593,18933,4,2018-03-27,2021-03-27
36594,18933,5,2021-03-27,
36595,18934,1,2001-01-19,
36596,18935,1,2024-05-09,
36597,18936,2,2002-07-01,2008-07-01
36598,18936,3,2008-07-01,2014-07-01
36599,18936,4,2014-07-01,2020-07-01
36600,18936,5,2020-07-01,
36601,18937,1,2021-02-09,2023-02-09
36602,18937,2,2023-02-09,
36603,18938,7,2016-04-12,2019-04-12
36604,18938,8,2019-04-12,2022-04-12
36605,18938,9,2022-04-12,
36606,18939,6,2020-07-22,2023-07-22
36607,18939,7,2023-07-22,
36608,18940,7,2021-05-05,2023-05-05
36609,18940,8,2023-05-05,
36610,18941,1,2004-02-13,
36611,18942,4,2009-01-09,2014-01-09
36612,18942,5,2014-01-09,2019-01-09
36613,18942,6,2019-01-09,
36614,18943,5,2026-04-09,
36615,18944,4,2004-10-14,2009-10-14
36616,18944,5,2009-10-14,2014-10-14
36617,18944,6,2014-10-14,2019-10-14
36618,18944,7,2019-10-14,
36619,18945,5,2025-11-01,
36620,18946,2,2024-10-21,
36621,18947,1,1997-10-01,2011-10-01
36622,18947,2,2011-10-01,
36623,18948,7,2020-08-20,2023-08-20
36624,18948,8,2023-08-20,
36625,18949,1,2006-02-06,2016-02-06
36626,18949,2,2016-02-06,
36627,18950,1,2025-02-05,
36628,18951,1,2016-02-21,
36629,18952,1,2025-09-09,
36630,18953,9,2025-12-14,
36631,18954,2,2025-12-20,
36632,18955,6,2021-02-16,2023-02-16
36633,18955,7,2023-02-16,
36634,18956,8,2017-12-16,2021-12-16
36635,18956,9,2021-12-16,
36636,18957,1,1994-05-09,2010-05-09
36637,18957,2,2010-05-09,
36638,18958,6,2018-07-20,2022-07-20
36639,18958,7,2022-07-20,
36640,18959,6,2024-04-03,
36641,18960,4,2009-08-15,2014-08-15
36642,18960,5,2014-08-15,2019-08-15
36643,18960,6,2019-08-15,
36644,18961,5,2016-04-25,2019-04-25
36645,18961,6,2019-04-25,2022-04-25
36646,18961,7,2022-04-25,
36647,18962,1,2025-01-10,
36648,18963,9,2024-11-22,
36649,18964,4,2010-10-16,2015-10-16
36650,18964,5,2015-10-16,2020-10-16
36651,18964,6,2020-10-16,
36652,18965,1,2023-02-24,
36653,18966,6,2021-03-16,2023-03-16
36654,18966,7,2023-03-16,
36655,18967,1,2023-03-07,
36656,18968,1,2016-10-23,2021-10-23
36657,18968,2,2021-10-23,
36658,18969,5,2018-03-08,2022-03-08
36659,18969,6,2022-03-08,
36660,18970,4,2013-04-22,2017-04-22
36661,18970,5,2017-04-22,2021-04-22
36662,18970,6,2021-04-22,
36663,18971,1,2022-03-15,
36664,18972,7,2017-02-15,2021-02-15
36665,18972,8,2021-02-15,
36666,18973,2,2023-11-10,
36667,18974,8,2024-08-01,
36668,18975,7,2012-06-16,2016-06-16
36669,18975,8,2016-06-16,2020-06-16
36670,18975,9,2020-06-16,
36671,18976,2,2025-08-14,
36672,18977,1,2019-09-18,
36673,18978,4,2005-06-09,2010-06-09
36674,18978,5,2010-06-09,2015-06-09
36675,18978,6,2015-06-09,2020-06-09
36676,18978,7,2020-06-09,
36677,18979,1,2013-01-03,
36678,18980,6,2020-05-28,2023-05-28
36679,18980,7,2023-05-28,
36680,18981,2,2024-08-25,
36681,18982,6,2022-11-05,
36682,18983,7,2021-01-25,2023-01-25
36683,18983,8,2023-01-25,
36684,18984,7,2020-07-01,2023-07-01
36685,18984,8,2023-07-01,
36686,18985,8,2025-03-27,
36687,18986,7,2016-10-26,2019-10-26
36688,18986,8,2019-10-26,2022-10-26
36689,18986,9,2022-10-26,
36690,18987,7,2024-12-17,
36691,18988,6,2016-11-07,2019-11-07
36692,18988,7,2019-11-07,2022-11-07
36693,18988,8,2022-11-07,
36694,18989,1,2015-01-05,
36695,18990,1,1999-07-07,2012-07-07
36696,18990,2,2012-07-07,
36697,18991,7,2010-05-21,2015-05-21
36698,18991,8,2015-05-21,2020-05-21
36699,18991,9,2020-05-21,
36700,18992,1,2010-10-05,
36701,18993,1,2012-03-09,2019-03-09
36702,18993,2,2019-03-09,
36703,18994,1,2025-12-20,
36704,18995,3,2013-02-14,2017-02-14
36705,18995,4,2017-02-14,2021-02-14
36706,18995,5,2021-02-14,
36707,18996,2,2005-08-02,2010-08-02
36708,18996,3,2010-08-02,2015-08-02
36709,18996,4,2015-08-02,2020-08-02
36710,18996,5,2020-08-02,
36711,18997,2,2025-08-11,
36712,18998,1,2026-03-12,
36713,18999,8,2025-12-26,
36714,19000,6,2009-07-13,2014-07-13
36715,19000,7,2014-07-13,2019-07-13
36716,19000,8,2019-07-13,
36717,19001,3,2009-12-06,2014-12-06
36718,19001,4,2014-12-06,2019-12-06
36719,19001,5,2019-12-06,
36720,19002,6,2017-09-24,2021-09-24
36721,19002,7,2021-09-24,
36722,19003,6,2013-09-12,2017-09-12
36723,19003,7,2017-09-12,2021-09-12
36724,19003,8,2021-09-12,
36725,19004,1,1990-08-27,2008-08-27
36726,19004,2,2008-08-27,
36727,19005,4,2005-09-01,2010-09-01
36728,19005,5,2010-09-01,2015-09-01
36729,19005,6,2015-09-01,2020-09-01
36730,19005,7,2020-09-01,
36731,19006,4,2017-10-25,2021-10-25
36732,19006,5,2021-10-25,
36733,19007,4,2015-11-07,2018-11-07
36734,19007,5,2018-11-07,2021-11-07
36735,19007,6,2021-11-07,
36736,19008,1,2005-12-05,2015-12-05
36737,19008,2,2015-12-05,
36738,19009,1,2001-03-23,
36739,19010,6,2019-08-08,2022-08-08
36740,19010,7,2022-08-08,
36741,19011,5,2020-05-11,2023-05-11
36742,19011,6,2023-05-11,
36743,19012,5,2009-05-15,2014-05-15
36744,19012,6,2014-05-15,2019-05-15
36745,19012,7,2019-05-15,
36746,19013,3,1999-03-22,2005-03-22
36747,19013,4,2005-03-22,2011-03-22
36748,19013,5,2011-03-22,2017-03-22
36749,19013,6,2017-03-22,
36750,19014,1,2010-10-28,2018-10-28
36751,19014,2,2018-10-28,
36752,19015,5,2023-11-28,
36753,19016,1,2023-05-09,
36754,19017,1,2020-12-17,
36755,19018,6,2011-01-02,2016-01-02
36756,19018,7,2016-01-02,2021-01-02
36757,19018,8,2021-01-02,
36758,19019,1,2026-04-13,
36759,19020,1,2009-10-25,2017-10-25
36760,19020,2,2017-10-25,
36761,19021,3,1993-01-14,2001-01-14
36762,19021,4,2001-01-14,2009-01-14
36763,19021,5,2009-01-14,2017-01-14
36764,19021,6,2017-01-14,
36765,19022,1,1994-09-22,
36766,19023,3,2016-11-05,2019-11-05
36767,19023,4,2019-11-05,2022-11-05
36768,19023,5,2022-11-05,
36769,19024,4,2015-10-28,2018-10-28
36770,19024,5,2018-10-28,2021-10-28
36771,19024,6,2021-10-28,
36772,19025,1,1991-06-28,2008-06-28
36773,19025,2,2008-06-28,
36774,19026,5,2021-09-09,2023-09-09
36775,19026,6,2023-09-09,
36776,19027,1,2019-01-12,2022-01-12
36777,19027,2,2022-01-12,
36778,19028,6,2025-06-13,
36779,19029,3,1999-08-25,2005-08-25
36780,19029,4,2005-08-25,2011-08-25
36781,19029,5,2011-08-25,2017-08-25
36782,19029,6,2017-08-25,
36783,19030,6,2023-02-20,
36784,19031,2,2023-01-20,
36785,19032,8,2023-07-21,
36786,19033,1,2014-11-07,2020-11-07
36787,19033,2,2020-11-07,
36788,19034,7,2017-11-20,2021-11-20
36789,19034,8,2021-11-20,
36790,19035,8,2024-04-07,
36791,19036,4,2005-03-05,2010-03-05
36792,19036,5,2010-03-05,2015-03-05
36793,19036,6,2015-03-05,2020-03-05
36794,19036,7,2020-03-05,
36795,19037,2,2026-01-04,
36796,19038,5,2025-04-16,
36797,19039,8,2023-03-08,
36798,19040,1,1994-09-15,2010-09-15
36799,19040,2,2010-09-15,
36800,19041,7,2021-08-10,2023-08-10
36801,19041,8,2023-08-10,
36802,19042,3,2004-02-18,2009-02-18
36803,19042,4,2009-02-18,2014-02-18
36804,19042,5,2014-02-18,2019-02-18
36805,19042,6,2019-02-18,
36806,19043,2,1996-09-16,2003-09-16
36807,19043,3,2003-09-16,2010-09-16
36808,19043,4,2010-09-16,2017-09-16
36809,19043,5,2017-09-16,
36810,19044,6,2011-09-09,2016-09-09
36811,19044,7,2016-09-09,2021-09-09
36812,19044,8,2021-09-09,
36813,19045,2,1996-06-20,2003-06-20
36814,19045,3,2003-06-20,2010-06-20
36815,19045,4,2010-06-20,2017-06-20
36816,19045,5,2017-06-20,
36817,19046,2,2024-08-16,
36818,19047,3,2006-11-10,2011-11-10
36819,19047,4,2011-11-10,2016-11-10
36820,19047,5,2016-11-10,2021-11-10
36821,19047,6,2021-11-10,
36822,19048,8,2019-07-01,2022-07-01
36823,19048,9,2022-07-01,
36824,19049,7,2025-09-01,
36825,19050,7,2019-11-12,2022-11-12
36826,19050,8,2022-11-12,
36827,19051,10,2026-02-21,
36828,19052,1,1999-04-27,2012-04-27
36829,19052,2,2012-04-27,
36830,19053,6,2018-07-06,2022-07-06
36831,19053,7,2022-07-06,
36832,19054,3,2000-03-07,2006-03-07
36833,19054,4,2006-03-07,2012-03-07
36834,19054,5,2012-03-07,2018-03-07
36835,19054,6,2018-03-07,
36836,19055,5,2016-02-18,2019-02-18
36837,19055,6,2019-02-18,2022-02-18
36838,19055,7,2022-02-18,
36839,19056,7,2019-10-28,2022-10-28
36840,19056,8,2022-10-28,
36841,19057,2,2025-11-24,
36842,19058,5,2024-05-25,
36843,19059,7,2025-10-01,
36844,19060,6,2025-04-28,
36845,19061,5,2025-02-24,
36846,19062,2,2023-04-19,
36847,19063,6,2020-08-25,2023-08-25
36848,19063,7,2023-08-25,
36849,19064,6,2010-06-11,2015-06-11
36850,19064,7,2015-06-11,2020-06-11
36851,19064,8,2020-06-11,
36852,19065,1,2025-01-11,
36853,19066,4,2016-07-09,2019-07-09
36854,19066,5,2019-07-09,2022-07-09
36855,19066,6,2022-07-09,
36856,19067,7,2023-02-12,
36857,19068,3,2007-02-09,2013-02-09
36858,19068,4,2013-02-09,2019-02-09
36859,19068,5,2019-02-09,
36860,19069,4,2015-04-04,2018-04-04
36861,19069,5,2018-04-04,2021-04-04
36862,19069,6,2021-04-04,
36863,19070,1,2017-12-28,2021-12-28
36864,19070,2,2021-12-28,
36865,19071,9,2019-09-03,2022-09-03
36866,19071,10,2022-09-03,
36867,19072,6,2012-12-08,2016-12-08
36868,19072,7,2016-12-08,2020-12-08
36869,19072,8,2020-12-08,
36870,19073,1,2020-12-17,2023-12-17
36871,19073,2,2023-12-17,
36872,19074,6,2015-10-08,2018-10-08
36873,19074,7,2018-10-08,2021-10-08
36874,19074,8,2021-10-08,
36875,19075,7,2008-06-06,2014-06-06
36876,19075,8,2014-06-06,2020-06-06
36877,19075,9,2020-06-06,
36878,19076,1,1990-08-23,2008-08-23
36879,19076,2,2008-08-23,
36880,19077,6,2013-05-17,2017-05-17
36881,19077,7,2017-05-17,2021-05-17
36882,19077,8,2021-05-17,
